fips,Adult smoking percentage,Adult obesity percentage,Excessive drinking percentage
29107,19,32,18
29109,21,33,17
29111,20,33,19
29113,21,37,21
29115,20,33,17
29117,20,42,17
29119,23,30,17
29121,20,35,16
29123,22,35,17
29125,20,36,17
29127,20,36,17
29129,20,24,16
29131,20,39,17
29133,27,38,16
29135,19,42,20
29137,18,31,17
29139,21,27,16
29141,22,35,15
29143,25,36,16
29145,20,29,18
29147,20,35,19
29149,22,31,15
29151,17,29,20
29153,22,24,14
29155,25,36,14
29157,19,37,18
29159,22,37,17
29161,20,35,19
29163,21,37,18
29165,18,30,20
29167,21,38,17
29169,20,32,21
29171,22,29,16
29173,19,30,18
29175,22,40,19
29177,20,35,19
29179,21,32,17
29181,24,36,16
29183,16,30,21
29185,21,37,15
29186,19,35,18
29187,22,39,18
29189,16,28,19
29195,20,36,18
29197,21,31,17
29199,21,32,17
29201,22,36,17
29203,24,35,15
29205,19,29,17
29207,21,36,16
29209,19,31,16
29211,20,31,16
29213,21,29,17
29215,23,31,16
29217,21,28,17
29219,20,36,18
29221,22,31,18
29223,24,34,15
29225,22,28,18
29227,19,25,16
29229,25,29,15
29510,25,34,20
30001,15,27,23
30003,29,38,20
30005,26,39,20
30007,15,34,21
30009,14,28,21
30011,14,34,21
30013,17,27,19
30015,19,29,20
30017,15,33,23
30019,13,27,21
30021,14,29,24
30023,19,29,21
30025,13,35,24
30027,15,31,19
30029,16,22,21
30031,14,17,27
30033,15,27,22
30035,31,37,21
30037,16,26,19
30039,14,23,20
30041,23,38,23
30043,15,27,20
30045,15,31,19
30047,20,29,18
30049,14,27,21
30051,15,35,21
30053,16,26,19
30055,13,25,20
30057,14,24,20
30059,17,26,18
30061,18,28,19
30063,17,22,25
30065,18,28,18
30067,14,24,20
30069,15,27,20
30071,18,35,21
30073,19,35,21
30075,15,27,20
30077,18,32,23
30079,13,35,19
30081,15,27,19
30083,14,31,23
30085,31,35,22
30087,21,32,21
30089,18,25,18
30091,15,38,22
30093,17,25,21
30095,13,25,21
30097,14,28,21
30099,15,24,21
30101,18,26,22
30103,16,33,18
30105,16,31,22
30107,17,32,18
30109,16,30,20
30111,16,27,23
31001,15,37,19
31003,14,33,19
31005,15,35,19
31007,15,29,19
31009,13,35,20
31011,14,33,22
31013,16,36,23
31015,13,36,18
31017,16,39,18
31019,15,30,24
31021,17,36,20
31023,14,34,22
31025,16,40,23
31027,13,36,22
31029,14,32,20
31031,14,28,19
31033,14,29,20
31035,15,35,20
31037,15,32,21
31039,13,36,20
31041,15,36,17
31043,17,39,16
31045,15,28,22
31047,14,36,18
31049,14,36,19
31051,13,36,20
31053,17,35,22
31055,16,30,22
31057,16,35,18
31059,14,32,21
31061,15,30,19
31063,14,44,22
31065,16,34,19
31067,15,39,21
31069,14,29,18
31071,13,28,18
31073,12,25,21
31075,16,33,18
31077,13,38,20
31079,16,35,19
31081,13,31,20
31083,15,35,19
31085,14,25,18
31087,16,38,18
31089,13,32,19
31091,13,27,18
31093,15,37,21
31095,15,37,20
31097,16,37,23
31099,15,37,20
31101,15,30,17
31103,12,30,18
31105,15,39,17
31107,13,32,19
31109,13,29,25
31111,16,37,19
31113,15,35,20
31115,13,31,18
31117,14,27,19
31119,15,34,20
31121,16,38,20
31123,15,38,18
31125,15,31,20
31127,15,39,22
31129,14,34,17
31131,14,40,21
31133,15,33,17
31135,12,26,20
31137,13,37,21
31139,15,32,22
31141,15,36,21
31143,14,35,20
31145,16,35,21
31147,17,36,20
31149,13,35,19
31151,15,37,22
31153,13,33,24
31155,14,35,25
31157,18,36,16
31159,14,31,22
31161,16,32,19
31163,14,36,19
31165,14,23,17
31167,14,38,22
31169,13,33,20
31171,14,27,20
31173,27,44,20
31175,14,32,19
31177,14,32,22
31179,14,35,23
31181,15,33,21
31183,15,29,19
31185,14,37,20
32001,18,32,21
32003,17,26,18
32005,14,25,18
32007,17,29,23
32009,19,28,16
32011,17,23,21
32013,17,33,22
32015,17,35,22
32017,16,30,20
32019,21,35,21
32021,21,30,17
32023,18,34,18
32027,18,35,23
32029,15,25,19
32031,15,23,24
32033,18,33,21
32510,19,28,20
33001,14,29,19
33003,15,27,16
33005,17,30,21
33007,17,34,17
33009,13,24,20
33011,14,28,20
33013,14,28,19
33015,12,27,20
33017,17,30,22
33019,16,33,20
34001,16,30,17
34003,11,22,18
34005,12,29,19
34007,16,31,18
34009,16,29,18
34011,18,36,17
34013,14,29,16
34015,16,31,21
34017,15,24,19
34019,13,20,22
34021,14,26,19
34023,11,26,16
34025,13,25,21
34027,12,21,19
34029,14,28,19
34031,14,27,18
34033,18,37,18
34035,11,22,16
34037,14,28,22
34039,13,25,18
34041,14,30,19
35001,15,23,16
35003,14,26,14
35005,17,34,16
35006,23,31,17
35007,17,28,14
35009,19,30,18
35011,16,37,13
35013,16,28,16
35015,16,35,19
35017,14,27,15
35019,15,35,16
35021,14,25,14
35023,17,25,15
35025,17,33,18
35027,16,23,14
35028,11,23,20
35029,19,33,14
35031,22,39,15
35033,19,27,12
35035,19,31,19
35037,17,30,13
35039,18,28,14
35041,18,29,18
35043,16,25,19
35045,22,33,16
35047,18,29,13
35049,14,14,16
35051,16,27,14
35053,19,34,15
35055,16,19,17
35057,20,25,15
35059,15,32,18
35061,17,32,14
36001,15,27,20
36003,17,36,20
36005,16,29,16
36007,16,28,22
36009,17,38,19
36011,16,34,21
36013,17,33,19
36015,17,36,21
36017,16,39,20
36019,17,35,21
36021,15,24,20
36023,15,35,22
36025,16,30,19
36027,15,27,21
36029,17,30,22
36031,14,29,20
36033,19,34,20
36035,18,34,18
36037,16,37,21
36039,15,28,20
36041,14,30,18
36043,18,32,19
36045,16,34,22
36047,14,23,18
36049,16,39,20
36051,15,36,21
36053,15,30,21
36055,15,29,20
36057,17,35,19
36059,11,24,18
36061,12,15,25
36063,17,34,23
36065,17,33,20
36067,16,30,21
36069,14,33,20
36071,15,30,19
36073,17,38,19
36075,19,34,21
36077,16,30,21
36079,13,23,22
36081,12,23,16
36083,15,30,20
36085,15,28,19
36087,12,23,17
36089,17,33,22
36091,15,26,21
36093,14,30,20
36095,15,36,20
36097,16,32,20
36099,16,38,20
36101,15,34,20
36103,13,25,19
36105,16,33,18
36107,16,35,21
36109,14,23,21
36111,16,28,18
36113,14,31,20
36115,15,34,20
36117,16,36,21
36119,11,21,18
36121,16,38,21
36123,15,30,20
37001,17,32,16
37003,17,35,17
37005,17,26,14
37007,20,39,14
37009,17,26,15
37011,17,27,17
37013,18,39,14
37015,20,43,13
37017,19,44,14
37019,15,29,15
37021,17,22,21
37023,17,36,16
37025,16,36,19
37027,17,39,16
37029,16,32,19
37031,16,32,16
37033,18,29,15
37035,16,31,17
37037,14,24,16
37039,17,27,14
37041,18,39,13
37043,16,31,14
37045,18,38,16
37047,19,46,14
37049,16,31,18
37051,18,34,16
37053,15,29,18
37055,16,23,18
37057,18,32,16
37059,15,41,16
37061,21,40,14
37063,15,25,17
37065,21,38,12
37067,18,33,16
37069,18,36,16
37071,17,29,16
37073,16,45,16
37075,18,43,15
37077,17,37,16
37079,20,28,15
37081,16,33,17
37083,20,44,13
37085,19,33,17
37087,18,32,16
37089,14,28,15
37091,19,47,13
37093,20,37,17
37095,17,36,16
37097,15,32,18
37099,18,28,18
37101,18,37,18
37103,19,41,14
37105,17,33,16
37107,19,33,13
37109,16,37,17
37111,19,40,16
37113,16,29,15
37115,17,27,17
37117,19,43,14
37119,14,28,19
37121,16,27,16
37123,18,37,15
37125,14,26,16
37127,18,42,15
37129,16,26,21
37131,19,34,12
37133,18,29,22
37135,14,23,18
37137,16,37,15
37139,18,39,16
37141,16,31,17
37143,17,34,14
37145,18,29,15
37147,17,36,17
37149,14,33,15
37151,18,32,16
37153,21,39,14
37155,24,39,13
37157,18,36,16
37159,17,38,16
37161,19,29,16
37163,19,35,14
37165,23,40,14
37167,17,28,17
37169,16,33,16
37171,17,31,15
37173,22,31,16
37175,16,27,14
37177,21,43,14
37179,15,32,19
37181,20,34,13
37183,12,25,20
37185,19,41,13
37187,19,42,12
37189,18,17,19
37191,18,38,15
37193,18,43,15
37195,18,32,14
37197,18,39,17
37199,17,30,15
38001,15,30,20
38003,16,36,22
38005,30,38,20
38007,15,30,22
38009,16,34,21
38011,14,23,21
38013,16,38,22
38015,16,31,20
38017,16,31,25
38019,14,35,22
38021,14,36,21
38023,17,35,20
38025,17,33,21
38027,17,31,21
38029,15,27,19
38031,16,36,21
38033,17,33,19
38035,16,31,25
38037,15,28,19
38039,15,30,19
38041,16,32,21
38043,16,38,19
38045,16,32,20
38047,14,29,20
38049,16,32,23
38051,14,27,17
38053,19,29,25
38055,16,34,21
38057,16,31,23
38059,18,34,25
38061,22,39,26
38063,15,38,22
38065,14,28,22
38067,16,39,22
38069,17,36,20
38071,17,30,22
38073,15,33,21
38075,16,30,23
38077,16,36,25
38079,38,43,21
38081,15,32,22
38083,16,37,17
38085,39,39,19
38087,15,27,22
38089,17,34,25
38091,14,35,22
38093,17,32,22
38095,17,36,21
38097,16,38,24
38099,16,34,20
38101,18,33,22
38103,14,36,18
38105,20,37,26
39001,24,32,16
39003,20,34,17
39005,19,33,19
39007,21,38,17
39009,20,33,20
39011,17,38,19
39013,17,35,18
39015,21,34,19
39017,18,32,20
39019,18,39,17
39021,18,32,19
39023,21,34,18
39025,19,37,19
39027,20,33,18
39029,21,36,18
39031,22,37,18
39033,20,32,17
39035,20,30,20
39037,18,36,18
39039,18,32,17
39041,15,27,19
39043,18,33,19
39045,17,32,19
39047,21,36,18
39049,20,30,21
39051,17,31,21
39053,21,38,16
39055,17,25,19
39057,18,30,19
39059,22,36,17
39061,19,29,20
39063,18,33,18
39065,21,37,19
39067,20,35,17
39069,17,33,19
39071,21,32,16
39073,20,41,17
39075,18,29,20
39077,19,38,18
39079,23,39,17
39081,21,34,17
39083,17,31,20
39085,17,25,19
39087,21,40,16
39089,19,32,20
39091,19,41,19
39093,18,37,19
39095,21,35,20
39097,19,37,19
39099,20,31,15
39101,21,40,17
39103,16,29,20
39105,22,41,16
39107,16,35,22
39109,18,37,18
39111,19,37,16
39113,20,33,17
39115,22,32,16
39117,19,39,18
39119,20,37,18
39121,17,39,16
39123,17,34,17
39125,17,37,19
39127,20,36,18
39129,20,34,20
39131,21,37,17
39133,19,28,20
39135,18,29,18
39137,16,38,20
39139,21,32,17
39141,22,37,17
39143,20,35,19
39145,22,39,16
39147,19,34,17
39149,18,33,20
39151,19,35,17
39153,18,30,18
39155,20,39,15
39157,18,33,17
39159,18,33,20
39161,18,41,18
39163,22,37,17
39165,15,28,20
39167,18,37,18
39169,17,27,18
39171,20,35,18
39173,17,34,21
39175,19,37,18
40001,28,48,12
40003,17,35,15
40005,21,41,13
40007,15,36,13
40009,18,35,15
40011,18,34,12
40013,20,33,14
40015,20,44,12
40017,15,35,15
40019,20,39,13
40021,22,39,13
40023,23,34,11
40025,17,28,12
40027,16,35,15
40029,20,35,13
40031,20,32,14
40033,18,39,13
40035,21,36,13
40037,19,33,14
40039,18,38,15
40041,21,37,11
40043,18,39,13
40045,18,36,12
40047,17,36,15
40049,20,35,13
40051,19,35,14
40053,15,28,14
40055,20,31,14
40057,17,32,12
40059,16,27,14
40061,21,30,12
40063,21,36,13
40065,17,37,13
40067,19,32,12
40069,21,32,13
40071,19,36,13
40073,16,39,15
40075,21,32,12
40077,21,35,12
40079,22,37,12
40081,18,35,13
40083,18,36,15
40085,17,27,14
40087,15,36,15
40089,22,35,12
40091,21,34,12
40093,15,41,13
40095,19,34,13
40097,21,37,12
40099,18,34,13
40101,21,42,12
40103,17,39,14
40105,20,36,13
40107,24,48,12
40109,17,31,16
40111,22,33,13
40113,19,33,13
40115,22,37,13
40117,19,39,13
40119,20,32,16
40121,20,35,14
40123,19,33,14
40125,21,36,14
40127,21,34,12
40129,18,34,13
40131,18,32,14
40133,23,34,12
40135,23,36,13
40137,17,34,12
40139,17,32,14
40141,19,43,12
40143,18,31,16
40145,18,36,15
40147,17,38,14
40149,17,29,14
40151,16,35,16
40153,17,30,15
41001,15,31,19
41003,13,25,21
41005,13,29,20
41007,15,30,19
41009,15,31,20
41011,17,39,17
41013,17,33,18
41015,15,34,15
41017,14,23,21
41019,15,31,17
41021,14,36,17
41023,15,27,17
41025,16,31,18
41027,15,26,19
41029,18,24,20
41031,19,43,18
41033,17,31,17
41035,16,33,17
41037,17,34,16
41039,15,27,19
41041,16,36,17
41043,17,36,20
41045,17,36,19
41047,15,34,17
41049,16,35,18
41051,16,24,24
41053,14,34,19
41055,14,29,18
41057,15,33,18
41059,16,35,19
41061,16,38,18
41063,14,30,17
41065,16,28,19
41067,11,30,18
41069,15,27,15
41071,15,34,20
42001,16,36,19
42003,17,28,22
42005,19,42,19
42007,19,33,20
42009,17,30,18
42011,17,36,19
42013,19,31,20
42015,18,38,19
42017,14,27,18
42019,17,31,20
42021,18,27,19
42023,18,25,18
42025,18,36,19
42027,17,25,24
42029,15,22,22
42031,19,33,19
42033,20,41,19
42035,19,35,20
42037,18,32,20
42039,20,37,19
42041,16,29,20
42043,19,34,19
42045,15,27,21
42047,17,27,19
42049,20,34,22
42051,21,40,18
42053,20,34,20
42055,18,35,19
42057,18,28,19
42059,19,32,21
42061,19,30,20
42063,19,33,21
42065,19,35,18
42067,18,32,20
42069,20,29,21
42071,15,32,18
42073,18,37,19
42075,16,35,20
42077,18,31,19
42079,19,30,20
42081,19,38,19
42083,20,34,19
42085,19,33,19
42087,19,41,18
42089,17,33,19
42091,13,26,23
42093,16,30,20
42095,16,32,20
42097,19,40,19
42099,17,27,20
42101,21,28,21
42103,16,32,19
42105,19,30,19
42107,19,32,19
42109,18,34,20
42111,18,38,19
42113,17,30,19
42115,18,34,19
42117,18,36,19
42119,17,34,22
42121,19,40,18
42123,19,30,20
42125,16,34,19
42127,17,31,20
42129,19,31,20
42131,18,34,20
42133,16,32,18
44001,12,23,21
44003,14,30,18
44005,13,25,22
44007,14,29,19
44009,12,24,21
45001,17,37,16
45003,15,36,17
45005,22,40,13
45007,18,34,16
45009,18,37,13
45011,20,39,15
45013,13,24,20
45015,16,35,19
45017,16,39,15
45019,16,27,23
45021,20,43,15
45023,20,36,15
45025,20,38,14
45027,19,40,14
45029,21,42,15
45031,19,37,14
45033,22,42,13
45035,17,32,19
45037,17,38,16
45039,19,42,13
45041,18,38,14
45043,16,34,15
45045,15,29,15
45047,19,36,14
45049,20,42,15
45051,17,31,18
45053,21,37,14
45055,16,39,16
45057,16,32,16
45059,20,36,14
45061,21,40,13
45063,16,32,19
45065,17,34,14
45067,20,44,14
45069,21,39,15
45071,18,36,16
45073,17,32,16
45075,17,41,13
45077,17,32,18
45079,16,33,19
45081,19,38,14
45083,17,32,16
45085,18,38,15
45087,19,39,15
45089,19,42,12
45091,15,32,18
46003,12,37,19
46005,16,36,17
46007,27,42,16
46009,15,40,20
46011,13,28,20
46013,14,32,18
46015,16,29,17
46017,36,48,17
46019,16,32,16
46021,12,31,18
46023,20,42,16
46025,14,31,19
46027,16,30,23
46029,16,32,19
46031,32,39,15
46033,14,31,16
46035,15,27,18
46037,15,36,16
46039,13,36,19
46041,31,39,19
46043,13,29,18
46045,13,31,18
46047,16,33,16
46049,13,37,17
46051,13,27,18
46053,16,30,16
46055,15,26,16
46057,13,29,19
46059,13,31,18
46061,14,28,20
46063,15,40,19
46065,15,33,19
46067,13,33,17
46069,14,25,17
46071,28,35,16
46073,12,23,17
46075,14,27,17
46077,13,30,18
46079,14,32,18
46081,15,26,20
46083,13,30,21
46085,21,38,17
46087,14,36,19
46089,14,31,16
46091,14,30,19
46093,16,29,20
46095,29,36,14
46097,14,24,18
46099,15,32,19
46101,17,37,18
46102,38,40,16
46103,16,29,18
46105,14,30,17
46107,12,28,17
46109,21,37,18
46111,14,39,20
46115,14,40,19
46117,13,28,20
46119,13,28,19
46121,41,39,18
46123,17,36,16
46125,14,38,17
46127,13,30,20
46129,15,32,18
46135,15,38,20
46137,32,52,15
47001,21,33,14
47003,23,34,16
47005,24,35,12
47007,25,33,15
47009,21,33,15
47011,22,38,14
47013,24,33,13
47015,22,37,15
47017,23,30,13
47019,25,38,13
47021,20,32,16
47023,22,31,14
47025,23,26,14
47027,25,31,12
47029,24,37,13
47031,22,32,15
47033,23,40,13
47035,20,34,12
47037,18,30,16
47039,23,32,13
47041,23,30,15
47043,21,27,15
47045,23,40,14
47047,20,35,13
47049,25,27,12
47051,22,36,15
47053,22,40,13
47055,22,35,14
47057,23,33,13
47059,22,38,13
47061,25,34,12
47063,22,34,13
47065,19,29,17
47067,25,33,13
47069,26,37,13
47071,23,32,13
47073,23,32,14
47075,24,47,11
47077,24,33,13
47079,23,34,13
47081,23,32,14
47083,22,27,14
47085,21,35,14
47087,24,34,12
47089,20,37,14
47091,23,28,13
47093,20,31,17
47095,28,37,14
47097,25,45,12
47099,23,33,14
47101,23,42,14
47103,22,37,14
47105,19,29,13
47107,24,34,13
47109,25,30,13
47111,24,35,14
47113,22,39,13
47115,21,31,14
47117,22,38,15
47119,21,33,15
47121,22,35,14
47123,23,33,12
47125,22,34,17
47127,19,25,15
47129,25,36,14
47131,24,38,13
47133,23,39,13
47135,24,29,13
47137,21,31,13
47139,22,34,14
47141,24,28,15
47143,23,38,13
47145,20,34,13
47147,20,34,16
47149,19,36,16
47151,26,42,14
47153,21,38,15
47155,21,44,13
47157,20,36,13
47159,22,30,15
47161,21,27,14
47163,22,34,13
47165,18,31,17
47167,21,32,15
47169,23,22,17
47171,22,33,13
47173,25,34,14
47175,22,32,13
47177,24,38,13
47179,20,31,14
47181,25,35,14
47183,22,39,14
47185,23,31,13
47187,15,22,16
47189,18,37,17
48001,17,37,19
48003,13,35,20
48005,16,41,16
48007,14,41,16
48009,14,27,19
48011,12,29,20
48013,14,37,18
48015,14,32,19
48017,16,31,16
48019,14,30,17
48021,16,38,19
48023,14,27,17
48025,16,31,20
48027,15,35,20
48029,15,29,20
48031,13,29,17
48033,11,27,20
48035,14,32,17
48037,17,47,18
48039,13,28,18
48041,14,29,19
48043,14,26,17
48045,14,26,17
48047,18,37,13
48049,15,39,18
48051,14,38,18
48053,13,31,18
48055,15,39,17
48057,14,31,18
48059,15,35,18
48061,13,31,15
48063,16,28,17
48065,13,28,21
48067,15,37,17
48069,14,27,17
48071,15,28,21
48073,16,43,18
48075,16,24,21
48077,15,32,19
48079,18,25,15
48081,14,29,16
48083,16,25,16
48085,12,28,19
48087,15,29,18
48089,13,27,17
48091,13,30,20
48093,15,26,17
48095,13,28,17
48097,15,24,19
48099,16,42,21
48101,16,22,15
48103,13,25,19
48105,13,27,17
48107,16,29,16
48109,19,35,14
48111,16,36,19
48113,15,30,18
48115,16,29,18
48117,15,27,18
48119,16,34,18
48121,13,25,22
48123,15,27,17
48125,15,24,18
48127,17,33,14
48129,14,28,18
48131,16,26,15
48133,15,35,18
48135,14,32,20
48137,13,27,16
48139,13,38,17
48141,14,29,17
48143,16,26,20
48145,18,40,16
48147,16,30,19
48149,13,22,18
48151,13,23,17
48153,15,35,16
48155,13,28,17
48157,12,29,18
48159,14,37,18
48161,16,35,17
48163,16,25,19
48165,15,34,21
48167,19,34,21
48169,14,23,22
48171,12,29,16
48173,15,24,19
48175,14,28,17
48177,16,31,17
48179,16,34,19
48181,15,30,19
48183,16,30,17
48185,17,37,18
48187,13,34,20
48189,16,32,18
48191,19,26,14
48193,14,25,17
48195,16,25,17
48197,15,32,17
48199,14,37,20
48201,14,28,20
48203,16,44,18
48205,13,30,22
48207,16,27,18
48209,14,30,23
48211,14,32,19
48213,16,37,17
48215,15,34,16
48217,15,32,18
48219,15,29,19
48221,13,29,18
48223,17,31,18
48225,18,25,16
48227,16,40,20
48229,19,34,15
48231,16,33,18
48233,15,31,19
48235,13,25,19
48237,15,33,20
48239,14,33,19
48241,16,41,17
48243,14,27,15
48245,17,35,17
48247,15,25,15
48249,15,32,16
48251,15,39,21
48253,16,38,20
48255,16,29,20
48257,15,36,21
48259,12,23,20
48261,16,24,15
48263,13,26,17
48265,13,24,16
48267,14,31,16
48269,14,23,19
48271,14,27,16
48273,15,34,18
48275,15,25,18
48277,18,34,16
48279,16,26,16
48281,14,30,18
48283,14,30,19
48285,13,36,18
48287,15,41,18
48289,16,34,17
48291,17,34,19
48293,17,30,17
48295,14,28,19
48297,15,29,18
48299,13,27,15
48301,14,29,22
48303,15,35,19
48305,16,29,17
48307,14,35,17
48309,16,33,19
48311,12,26,18
48313,16,27,20
48315,17,40,16
48317,14,36,20
48319,12,26,17
48321,16,38,17
48323,17,38,15
48325,13,34,19
48327,12,34,16
48329,13,35,22
48331,15,35,17
48333,14,30,17
48335,14,31,22
48337,15,31,18
48339,15,26,20
48341,15,28,18
48343,15,38,17
48345,14,28,17
48347,17,36,19
48349,16,30,17
48351,15,36,18
48353,15,36,18
48355,14,33,20
48357,15,24,20
48359,15,23,19
48361,16,41,18
48363,16,32,18
48365,16,37,18
48367,14,35,19
48369,15,40,18
48371,14,46,19
48373,16,44,18
48375,18,37,17
48377,16,30,13
48379,14,31,18
48381,13,27,21
48383,15,28,18
48385,15,26,15
48387,17,39,16
48389,15,28,20
48391,14,22,17
48393,13,23,21
48395,15,37,17
48397,13,25,21
48399,15,29,17
48401,17,39,19
48403,16,32,15
48405,17,40,15
48407,17,30,17
48409,15,40,18
48411,16,25,17
48413,12,24,19
48415,15,30,20
48417,14,28,18
48419,17,27,17
48421,13,28,19
48423,16,34,18
48425,15,29,18
48427,19,38,14
48429,16,31,18
48431,15,25,18
48433,13,27,17
48435,12,33,19
48437,17,24,17
48439,14,30,19
48441,15,32,20
48443,15,26,14
48445,16,34,18
48447,14,26,17
48449,16,31,17
48451,14,29,20
48453,12,22,25
48455,17,40,15
48457,15,33,18
48459,15,31,19
48461,14,24,19
48463,15,31,17
48465,16,25,17
48467,14,26,18
48469,15,36,20
48471,17,36,20
48473,16,36,17
48475,14,42,18
48477,15,30,18
48479,18,38,16
48481,15,37,17
48483,15,26,18
48485,18,35,18
48487,16,34,17
48489,19,40,16
48491,13,30,21
48493,13,34,19
48495,15,37,19
48497,15,33,19
48499,14,28,17
48501,14,33,19
48503,16,34,18
48505,17,31,15
48507,20,24,14
49001,11,25,12
49003,10,32,11
49005,9,26,12
49007,12,27,12
49009,7,28,12
49011,9,26,11
49013,11,30,11
49015,12,31,11
49017,10,24,10
49019,11,24,11
49021,11,26,12
49023,10,29,12
49025,9,23,10
49027,9,32,11
49029,8,19,13
49031,9,26,10
49033,10,26,11
49035,10,25,16
49037,16,35,10
49039,11,30,11
49041,10,29,12
49043,9,15,16
49045,10,34,13
49047,13,35,13
49049,6,25,8
49051,8,24,12
49053,9,24,10
49055,9,22,11
49057,11,31,13
50001,13,26,22
50003,15,30,18
50005,15,32,17
50007,11,21,22
50009,16,29,18
50011,17,34,21
50013,13,30,21
50015,15,24,22
50017,14,28,18
50019,17,30,20
50021,15,31,18
50023,15,23,21
50025,15,24,19
50027,13,28,20
51001,18,36,15
51003,14,21,21
51005,17,36,16
51007,17,41,17
51009,17,35,17
51011,17,47,17
51013,12,20,22
51015,16,34,16
51017,17,25,16
51019,15,34,18
51021,15,28,19
51023,14,25,19
51025,20,42,15
51027,20,34,15
51029,19,40,17
51031,19,36,17
51033,17,41,18
51035,18,32,17
51036,17,34,15
51037,19,40,15
51041,15,32,18
51043,15,26,17
51045,15,28,18
51047,16,30,19
51049,19,39,15
51051,21,37,16
51053,18,39,17
51057,17,40,15
51059,9,22,17
51061,14,29,20
51063,17,30,17
51065,14,30,18
51067,16,36,18
51069,14,31,20
51071,16,34,17
51073,16,31,19
51075,13,27,18
51077,19,33,16
51079,17,28,18
51081,22,36,16
51083,19,39,14
51085,13,31,19
51087,15,32,17
51089,19,34,14
51091,15,27,15
51093,15,38,18
51095,12,27,16
51097,18,52,16
51099,16,30,21
51101,17,28,19
51103,14,31,13
51105,22,37,16
51107,11,22,18
51109,16,30,18
51111,20,40,15
51113,16,38,16
51115,14,32,16
51117,18,39,14
51119,15,30,15
51121,17,27,21
51125,16,28,16
51127,14,33,20
51131,18,36,14
51133,15,30,14
51135,20,39,15
51137,16,36,17
51139,18,36,17
51141,18,25,15
51143,18,38,15
51145,14,28,20
51147,18,38,18
51149,18,32,19
51153,13,30,18
51155,16,31,17
51157,13,39,18
51159,19,30,16
51161,15,30,18
51163,16,27,16
51165,15,28,18
51167,19,38,16
51169,19,30,16
51171,16,33,18
51173,19,31,17
51175,17,45,16
51177,16,32,21
51179,15,35,20
51181,17,26,15
51183,19,39,16
51185,19,32,16
51187,16,32,19
51191,18,30,16
51193,17,35,16
51195,19,35,17
51197,17,36,17
51199,14,27,20
51510,15,24,22
51520,19,29,16
51530,21,26,16
51540,19,29,18
51550,14,36,17
51570,17,27,16
51580,18,27,16
51590,21,30,14
51595,24,26,12
51600,13,24,17
51610,13,20,20
51620,20,49,14
51630,18,32,19
51640,19,29,16
51650,20,38,17
51660,20,25,20
51670,20,30,15
51678,17,19,21
51680,17,35,18
51683,15,31,18
51685,16,41,18
51690,20,29,14
51700,18,35,19
51710,19,34,20
51720,20,32,16
51730,24,40,14
51735,14,37,19
51740,19,39,16
51750,22,34,19
51760,20,31,22
51770,20,35,17
51775,15,27,19
51790,17,31,17
51800,16,32,17
51810,15,27,21
51820,18,39,17
51830,16,34,19
51840,17,34,18
53001,14,37,16
53003,14,32,17
53005,13,31,18
53007,13,27,19
53009,14,29,16
53011,14,31,19
53013,14,35,16
53015,18,35,18
53017,14,32,19
53019,17,30,16
53021,14,33,18
53023,13,33,16
53025,16,34,17
53027,15,36,18
53029,12,29,19
53031,12,24,17
53033,9,22,20
53035,12,31,19
53037,14,27,22
53039,14,29,17
53041,16,35,15
53043,13,31,17
53045,16,36,18
53047,17,33,15
53049,15,34,15
53051,15,40,18
53053,15,31,19
53055,12,18,18
53057,13,29,18
53059,15,33,18
53061,13,29,19
53063,14,28,18
53065,15,31,15
53067,13,30,18
53069,13,36,16
53071,13,27,17
53073,14,28,23
53075,15,28,21
53077,14,35,16
54001,23,37,13
54003,22,37,14
54005,25,41,12
54007,23,34,12
54009,20,36,13
54011,24,33,12
54013,24,31,11
54015,24,40,12
54017,21,39,14
54019,25,40,11
54021,26,40,13
54023,22,35,11
54025,23,33,13
54027,22,41,13
54029,22,42,13
54031,22,38,12
54033,23,34,14
54035,21,42,13
54037,20,33,16
54039,21,38,12
54041,23,41,12
54043,24,40,12
54045,25,42,12
54047,30,44,10
54049,23,35,14
54051,22,41,12
54053,24,41,12
54055,25,39,11
54057,21,35,13
54059,30,37,11
54061,20,30,18
54063,23,31,11
54065,21,41,13
54067,21,40,12
54069,22,35,13
54071,22,32,11
54073,22,32,13
54075,23,31,12
54077,21,35,13
54079,20,35,13
54081,25,39,11
54083,22,34,12
54085,22,44,12
54087,23,41,11
54089,24,37,11
54091,21,40,13
54093,21,31,13
54095,21,37,12
54097,24,32,12
54099,23,40,12
54101,23,39,11
54103,24,34,12
54105,23,39,12
54107,24,39,11
54109,24,36,11
55001,16,30,22
55003,19,34,25
55005,17,41,23
55007,16,30,22
55009,15,33,27
55011,16,25,24
55013,16,35,21
55015,14,27,27
55017,15,28,26
55019,18,39,26
55021,15,43,26
55023,16,38,25
55025,12,23,28
55027,15,34,28
55029,13,33,22
55031,18,31,26
55033,16,42,28
55035,16,31,27
55037,16,34,23
55039,16,34,25
55041,19,29,24
55043,16,34,27
55045,15,35,26
55047,16,33,25
55049,15,29,26
55051,16,26,23
55053,18,33,24
55055,15,30,25
55057,17,36,23
55059,17,31,26
55061,14,32,27
55063,15,27,27
55065,16,34,25
55067,16,32,24
55069,16,34,24
55071,15,33,24
55073,15,34,24
55075,16,31,24
55077,15,38,23
55078,34,43,23
