,deaths
1315,0.030064789621634624
2133,0.0
1283,0.0
961,0.0
688,0.1223166778790288
2447,0.1845796856871638
584,0.0
1062,0.0
143,0.0
311,0.08983111749910169
2791,0.0
1121,0.06552918915819565
2426,0.0
998,0.0
2588,0.0
815,0.061542248753769464
1258,0.0
2584,0.023931460297707367
2602,0.0
2809,0.05514503143266792
869,0.028394570958032824
1271,0.0
2143,0.0
1364,0.48443744701465424
316,0.060215380909822716
339,0.16190835986831453
2700,0.0
1120,0.01824451296272646
372,0.6468305304010349
2861,0.0
2474,0.0
915,0.0
2131,0.38346498964644526
2483,0.0
786,0.09292336919487063
1300,0.0
2248,0.0
1928,0.0
557,0.0
1147,0.7222824124232575
2312,0.18031013342949873
1306,0.0
419,0.016079755587715065
1366,0.09073333472923079
1500,0.0
625,0.0
2942,0.007383997400832915
1525,0.0
1411,0.04331254331254331
2315,0.0
1872,0.06431902235086026
461,0.030344409042633896
1576,0.0
2258,0.048193545277835786
2991,0.0
761,0.18162005085361424
1937,0.0
1165,0.3966409469802609
2691,0.07684623069238454
1501,0.0
603,0.10867990146355601
340,0.18994314368565676
2152,0.14789617688382756
219,0.015645534764378247
159,0.0
1426,0.0
1678,0.0
420,0.0
2288,0.0
1847,0.2529724260055654
2648,0.005686454580865649
2377,0.0
1855,0.0
1491,0.054042369217466496
2974,0.00584726932522512
1953,0.0
2149,0.019291425925747303
507,0.08437394532568343
1861,0.0
1692,0.0
1935,0.01615691596788005
2402,0.0
1477,0.0
243,0.08752071323546573
1230,0.11521533746572343
2699,0.0
1467,0.0
991,0.0
818,0.07503564192991671
912,0.0
518,0.0
711,0.29313950343819606
106,0.0
519,0.04905327185323261
102,0.09176837661741764
571,0.0
741,0.05782686636211184
496,0.0
254,0.18096178604112487
268,0.054253472222222224
445,0.10640561821664184
2733,0.026774478567029907
2039,0.052291683007817606
1760,0.0
1372,0.05475151935466209
2918,0.0
401,0.16779742754652416
1312,0.0
206,0.0396239124651168
222,0.0
245,0.11346826250672405
1835,0.015716845314808412
2595,0.0
1367,0.18261504747991233
540,0.0
2458,0.0
2537,0.023342534182223495
92,0.1385850657268546
2106,0.0
205,0.06669928850104266
2663,0.0
1945,0.09489466691971911
739,0.1218742036628738
2979,0.0
21,0.0
1365,0.2976570140749245
2269,0.12887013112535842
840,0.0
1890,0.01476145488899386
2636,0.028232686745988753
1955,0.049056881454045964
667,0.17849959104944438
2801,0.0
2311,0.0
880,0.0
748,0.0
875,0.0
403,0.24127039831549393
132,0.14965579167913798
1932,0.017092848352249418
226,0.16801206561066526
2558,0.16264817248513397
1316,0.0
2399,0.0
1812,0.021974641263981364
131,0.0
1700,0.013014055179593961
1016,0.0
2859,0.0
957,0.0
1694,0.0
398,1.0391409767925182
6,0.3048780487804878
2391,0.021571715167072934
161,0.11516756881262237
2609,0.0
2873,0.07204052002172298
1484,0.0
1428,0.02258075442300527
1655,0.9871216184455547
1923,0.0
1941,0.4349858920351059
536,0.0
341,0.013889776291263053
440,0.05801305293691081
971,0.0
1873,0.0
774,0.0
423,0.03851486673856108
2944,0.06479201762342879
1224,0.0
286,0.0
2710,0.08320040395230609
2444,0.0
2372,0.054094990803851564
2317,0.0
1465,0.0
794,0.1865671641791045
2892,0.0
434,0.28251779862131315
2862,0.0
1624,0.17872036220660073
1773,0.03523235739703343
605,0.7283321194464676
2298,0.0
2525,0.049556469597105905
2575,0.0
1362,0.07170424109496594
2632,0.0
2279,0.1220519753642782
904,0.062266500622665005
125,0.0
2727,0.017795177506895632
112,0.0
2811,0.0
1980,0.3137050866132093
1968,0.02056470685010385
1819,0.45741004269160396
750,0.0639386189258312
2783,0.14102232639831114
2539,0.0
1071,0.34729112919230004
2348,0.0167579977544283
791,0.0
126,0.0
1144,0.0
2878,0.0
1394,0.06282788301448183
499,0.0
1508,0.31369907343199993
1960,0.30688590595788295
1601,0.0
1269,0.015410932515526514
34,0.03819636752544833
274,0.07162938953852765
2669,0.0
305,0.015079190884126471
2150,0.09751150635775022
1208,0.16370424938453498
2429,0.0
2463,0.0
332,0.13997760358342665
2585,0.06926406926406926
2747,0.19634278832938465
71,0.017084379751593118
2883,0.04204330460374185
2830,0.10655931802036467
626,0.0
1049,0.0
2066,0.0
179,0.0
2071,0.0
2684,0.0701655907942745
1669,0.14955507365587378
281,0.06450156416293096
949,0.0
1533,0.0
2623,0.0
1039,0.0
2265,0.05242189138184106
2603,0.12147716229348883
2361,0.0749288176232579
565,0.0
124,0.04599604434018675
1549,0.012489306031710348
38,0.02164806736878565
2308,0.0
2048,0.05706706150903819
1806,0.03254572674607824
1863,0.30349013657056145
601,0.0
828,0.0
2943,0.02473166147301776
1719,0.0
2532,0.0
914,0.0
2782,0.0
685,0.10215995329830706
2072,0.06282640279577492
2140,0.09854505268640852
2286,0.0
463,0.03372681281618887
753,0.03578713810256594
2116,0.02739275735495535
2850,0.0
1375,0.0
388,0.01862995323881737
2364,0.0
2415,0.0
917,0.0
2335,0.022839915035516068
1777,0.3054532387027221
1578,0.0
1005,0.010826260176684565
1449,0.06797403391904293
2234,0.5376648367196786
390,0.16085200768703278
1858,0.0
2905,0.0
1445,0.0
783,0.0
2243,0.06358795008345919
1648,0.39974070872947276
722,0.3786922494319616
2981,0.0
1004,0.37457859907603946
1702,0.023448674759064866
1543,0.0
2349,0.060642200907611604
1829,0.04185530620644432
1783,0.04680223714693563
1009,0.0
1585,0.0
1489,0.02350618212589911
2896,0.0
2593,0.02935327399079775
1437,0.0
1169,0.8183242880192693
227,0.11988251513516754
624,0.0
436,0.33048382832466733
1841,0.0
934,0.0
2775,0.0
2970,0.029478307650357794
1279,0.0
2953,0.0
1348,0.0
7,0.026252001715130778
677,0.06201550387596899
1518,0.0
1557,0.0
2400,0.06341717083317479
1526,0.01958748751297671
737,0.5830511515260243
1680,0.041731001961357095
1949,0.0
2975,0.0
1194,0.05463187223426147
465,0.1857786447447866
881,0.0
2784,0.0
872,0.0
742,0.0
397,0.10209691353176785
109,0.0849725963376811
669,0.0
172,0.0
2857,0.0
408,0.3097208088137693
776,0.0
383,0.10496208244771577
816,0.045454545454545456
665,0.025999012037542575
2895,0.0
664,0.13728478849342265
672,0.06564264145989235
638,0.0
2292,0.0
2577,0.1369633699076258
2541,0.0
2670,0.011702339297625595
2946,0.24889237619449883
2876,0.030668261416260313
2507,0.0
2587,0.0
538,0.22122914915269237
2357,0.020389438270975634
2310,0.0
640,0.0
2061,0.0
675,0.27266530334015
1569,0.0
1086,1.2301601509951254
2980,0.0
2911,0.06648052120728626
823,0.0
1519,0.0
2701,0.11765397964586152
1252,0.05976214665630789
1594,0.0
453,0.05263157894736842
75,0.0
1809,0.028340654669122858
954,0.0966162830642391
180,0.013073209975864843
878,0.059017941454202076
2519,0.013475212346887899
1065,0.20437359493153484
2989,0.0
984,0.06580246101204185
2378,0.0
1852,0.026636123911248435
2567,0.015710487142930083
807,0.046277932037551234
2446,0.0
45,0.26224693171089897
2343,0.0
2353,0.0
191,0.0
1768,0.0
1756,0.0
1988,0.021190032208848956
793,0.0
618,0.027963423841615168
325,0.14438348252959862
2688,0.03679243547526628
1956,0.0
1925,0.013170025023047543
1233,0.07511737089201878
2956,0.08647702763195377
2122,0.45073469755701795
2834,0.0
1444,0.0
2251,0.10621348911311737
2328,0.0
312,0.02836758719487114
2485,0.0
2645,0.018198362147406732
700,0.05518763796909492
1019,0.0
287,1.131568101222369
1704,0.04207337596768765
2339,0.03568879371877231
2986,0.01010345942450695
1938,0.03982499758205372
1942,0.11257965010244748
796,0.0
1072,0.04448002846721822
999,0.0
1633,0.0
1886,0.06452237313288382
181,0.0
2948,0.0
342,0.03728746146962315
631,0.0
2341,0.0
2453,0.058975060626362326
2779,0.0951052498097895
478,0.06095925483406891
1446,0.0
1579,0.5681172594023406
2412,0.21373344233738892
2535,0.0
1723,0.060661207158022444
2051,0.0
1917,0.0
1934,0.03041038818860523
2035,0.06415396952686447
1274,0.04748789058790009
418,0.0
118,0.024037305898754868
1012,0.0
2730,0.0
2643,0.0
1410,0.0
504,0.6299496040316774
643,0.09344047841524948
852,0.0
2737,0.6020469596628537
307,0.0
176,0.0
578,0.0
890,0.0
2847,0.05635105541640515
327,0.07588404917286386
1547,1.2363486503193901
358,0.015731866074624106
2254,0.018674485051074715
1962,0.3848431024274719
2704,0.06499415052645262
2138,0.37544919814778394
598,0.0
2350,0.0
1337,0.0
495,0.03840983291722681
2079,0.0
798,0.0
2566,0.0
2232,0.2807257370576281
613,0.0
759,0.2891844997108155
1076,0.939981707218737
2836,0.03768654841465253
1266,0.2658118989914784
248,0.033461602810774635
2772,0.0
2322,0.0
674,0.13173494928204452
1598,0.0
2624,0.0
1231,0.0
1620,0.04091653027823241
2486,0.0
238,0.0
1898,0.015193412136497615
1866,0.0
2425,0.05688888888888889
114,0.0
239,0.1707067258449983
1708,0.0
2614,0.05467806848284188
1900,0.1036960225168506
2601,0.018365472910927456
2840,0.0453802868034126
1127,0.0
491,0.19098548510313215
2093,0.0
944,0.04954419342053112
2370,0.0
1299,0.0
2027,0.0
1260,0.03982318505834097
429,0.03245067497403946
1999,0.09775990168147031
851,0.13653341655370152
1186,0.03810394756896814
612,0.15635382871438064
2323,0.0
1327,0.0
1797,0.0
416,0.09633182184117635
2778,0.0
1322,0.037675189631787814
2841,0.0
1572,0.0
1881,0.0
215,0.026869080405723115
2148,0.02531773760696744
479,0.07326812470234824
1329,0.0
1196,0.5578875967087089
1583,0.0
2469,0.07388798581350672
33,0.05810912894415713
137,0.0
718,0.06806564250563243
1198,0.06624271330153683
2134,0.5314838569980348
2945,0.0
1090,0.09956955316248219
1754,0.1610241133609758
1218,0.0
426,0.04648961168495258
2432,0.0
506,0.1487707814185294
824,0.6289454680984882
224,0.09981488875176944
494,0.1815431164901664
23,0.07830853563038372
2547,0.08043758043758044
1612,0.0
2503,0.0
940,0.0
2898,0.0
2738,0.0
2767,0.05598289162831838
959,0.041857934171422195
1636,0.0
2559,0.17015484090522376
1967,0.018113645008785116
760,0.2412157272654177
1030,0.0
908,0.0
2777,0.016407160084660945
2826,0.0
2376,0.010746009469383545
725,0.04797313504437515
707,0.0
267,0.8403949856432523
2299,0.0
943,0.06082123877658078
622,0.1323446557337377
2921,0.10865628395508874
1158,0.37017426304864276
78,0.0
1216,0.12027778939882024
661,0.14381763923345198
2856,0.051228195999077894
2022,0.0
1717,0.016172593922339204
1758,0.0
2040,0.05503653049711746
2098,0.0
1658,0.9490551831543536
2019,0.021145672538115074
9,0.0
121,0.01008532182261936
2498,0.0
1958,0.4303963089212547
488,3.0733206497877945
1029,0.03424540255470703
1511,0.0
517,0.336322869955157
2366,0.03537944454272068
1665,1.0777186398056324
1689,0.013328357413232393
2418,0.0
2104,0.0
2294,0.050530570995452245
2802,0.24126775237155235
51,0.008397081174583714
1499,0.0
2241,0.0
1767,0.012190810566994599
1548,0.0
1972,0.010848810970317653
945,0.06350550381033022
2922,0.0
1265,0.017882049998211795
1591,0.05684240443370755
2561,0.0
844,0.0568101121999716
2994,0.04332567913002036
2075,0.0
2732,0.0
2611,0.0
2951,0.11217427395201185
323,0.0
2070,0.005268551227440722
2837,0.0
2272,0.02596053997923157
171,0.04799751372878885
2250,0.8605341246290801
1003,0.0741042647004335
329,0.0
1926,0.0
804,0.0
139,0.0
947,0.0
272,0.11142061281337047
1840,0.0
873,0.0
1184,0.12640626975097966
587,0.0
1079,0.0906162730350685
1975,0.0
1564,0.36900369003690037
2719,0.5858230814294083
874,0.0
452,0.0
556,0.0
641,0.0
812,0.27887335165929644
1027,0.0
1839,0.013898927002835381
1957,0.027752338134487832
472,0.0
2470,0.0
1798,0.2569637167231987
976,0.22795486493674252
902,0.0
2325,0.0
800,0.0
450,0.11516756881262237
1730,0.866603307754136
392,0.07711289327575571
1961,0.024392028685025734
1084,0.19686589495235846
1503,0.0
1344,0.2770850651149903
2489,0.048765518734285015
566,0.0
2952,0.0
3,0.044642857142857144
502,0.06298815822625346
2572,0.05103082261686059
2982,0.10118641066504769
83,0.007888301648655045
1370,0.0876411387505295
913,0.0
1002,0.0
656,0.0
1486,0.0
1531,0.0
952,0.0
579,0.0
2403,0.0
2427,0.0
1815,0.07333797807194456
1882,0.0
1993,0.0
1139,0.3681076299212131
2871,0.5922106876611162
543,0.0
2385,0.03499562554680665
1135,0.26918355300562147
1532,0.0
1766,0.0851700088009009
2574,0.4188969048173144
438,0.4791566842357451
2123,0.08122157244964262
1386,0.5493562231759657
2916,0.11524388487135902
522,0.0
1524,0.024496895018556397
2471,0.0
1860,0.0
2509,0.0
539,0.0
568,0.0
2139,0.0
22,0.0
164,0.10223380872054388
1416,0.0
1600,0.029973323741869735
1786,0.1346024420728776
1830,0.044556330340633145
2365,0.0
2774,0.6685329879246229
337,0.0
1420,0.0
2253,0.0
1047,0.0
1868,0.0
151,0.0
520,0.0
1897,0.26668581334044494
466,0.0
2941,0.012646381870146951
1334,0.47969299648225133
2696,0.012698896465897114
317,0.03569293369145243
173,0.0
2563,0.0
911,0.0
2893,0.0
1913,0.026202017555351762
230,0.0
2741,0.388651379712398
2393,0.0
2494,0.03944928794035268
549,0.0
775,0.0
1215,0.020352919626320395
1593,0.0
80,0.0
2003,0.0164168568285916
1693,0.06413956769931371
1726,0.17582793573251343
443,0.06949874033533142
157,0.0
484,0.09034239768723462
2464,0.0
1992,0.02054442732408834
770,0.0
1481,0.0
1566,0.0
809,0.0
2291,0.0
1677,0.0
1247,0.32371086906847435
2275,0.008004034033152708
968,0.0
2954,0.0
729,0.058964350153896956
1214,0.0
198,0.025110107822802992
555,0.0
2805,0.0
2522,0.011548157549203813
1763,0.029251740478558476
1575,0.18610710463871957
2137,0.6224205214444701
1688,0.1515370680332555
648,0.0
2607,0.0
2903,0.17524534348087323
1922,0.029762790559242833
1895,0.29221822857309837
345,0.011650666418119116
1671,0.0
328,0.030621732521950214
1994,0.0
487,0.05928736586233474
2281,0.2940599882376005
730,0.0
258,0.05420549016027708
402,0.255261875478616
973,0.0
2345,0.0
503,2.787132737196609
1748,0.20716801325875284
1470,0.08307717869901138
2012,0.0
706,0.614498319731157
2583,0.4692632566870014
1666,0.07809035201067922
304,0.07211885186787827
30,0.0
277,0.2331636420160883
2529,0.031090338159244713
362,0.0
1083,0.0
713,0.509098201957714
52,0.0
1762,0.030129557095510694
2773,0.0
2992,0.0
446,0.0426003237624606
1683,0.12116806009935781
2410,0.0
1864,0.0
1073,0.3665017408832692
1506,0.014994302165177232
1126,0.0
1450,0.1350438892640108
1722,0.20472097339435455
2748,0.15051740357478832
2100,0.024569269985565554
2262,0.05230323088680128
2869,0.0
2046,0.1955512099731117
1053,0.38501026694045176
1851,0.11049045485237248
1189,0.06502584777449036
2640,0.0
756,0.08287407284631003
326,0.026196526340607235
1820,0.010117207852976736
2032,0.05425306151287816
2290,0.0
2562,0.17382235355466713
41,0.0
1048,0.0
2798,0.11372682815876266
2894,0.0
1902,0.039228198275005365
1142,0.06250390649415588
1177,0.06648494116082707
2881,0.0
1007,0.03206053028117085
1318,0.006785135125966034
1534,0.0
1210,0.11220825852782765
1221,0.1503397678753984
2549,0.0
1589,0.0
444,0.10291440737381728
1804,0.09374614530652522
2789,0.010630042626470932
430,0.0
1361,0.029034599564481005
297,0.18235940894097455
1668,0.030917157476541605
76,0.0
116,0.0
2766,0.08932160242954759
2501,0.08582674835005476
1966,0.0
122,0.0
532,0.0
136,0.0
2848,0.02209456473707468
1178,0.0
2853,0.0
553,0.0
1141,0.3653182913010904
1625,0.0
1118,0.10900779065053806
2068,0.011442564049752269
1983,0.0
2819,0.27244312130653814
1264,0.0
980,0.01812316502954076
867,0.0
1436,0.0762238695047354
1990,0.02076886332011049
866,0.12504689258471927
1559,0.0
2934,0.023493756534201035
1644,0.33153875424313095
2930,0.0
948,0.0
1836,0.0
82,0.16708903060514077
2714,0.0
2031,0.0
1325,0.0
1374,0.5974746737124421
1015,0.0
421,0.04422430567840085
1336,0.007334120528936772
1024,0.0
1287,0.0
2750,0.0
2419,0.0
2618,0.008461024291600741
1936,0.03470505045246709
927,0.0
1550,0.15867474850052363
2237,0.0
241,0.03230704616676897
2734,0.21510927551196007
2616,0.0
2527,0.0
1273,0.0
1709,0.39153201370021584
404,0.038887556630004344
2744,0.0
1480,0.0
1853,0.0
561,0.08492208398794106
1720,0.06326411185094975
1092,0.04952456418383518
199,0.022892084171649934
2675,0.0
216,0.008000928107660489
755,0.0
2838,0.015265544140320882
2064,0.0
1622,0.0
766,0.0
995,0.0
2707,0.0
2761,0.0
2890,0.0
2658,0.0
2988,0.0
2679,0.0
2753,0.0
88,0.09479571523367143
918,0.0
789,0.06344775077723494
1388,0.18984337921214997
1552,0.0
2036,0.12202562538133008
1151,0.0
251,0.3479067609880552
592,0.07539203860072376
2516,0.040011756645942136
2680,0.0
1492,0.0
1779,0.030090572623597028
2681,0.017043905099536405
1425,0.0
1831,0.07585469275056701
1087,0.20067972163780548
1095,0.8131772537302142
1042,0.0
296,0.2520302436292355
509,0.0713938943941514
2327,0.0
439,0.06772085463718552
448,0.06653802648213454
1078,0.0
2717,0.024574251099697738
533,0.03588366515755919
207,0.04118725586586241
1454,0.0
53,0.10031096398836392
1880,0.0
689,0.3518648838845883
1347,0.24160425223483933
2528,0.02742806988672207
141,0.0
514,0.9536524890329964
1023,0.0
1276,0.0
2386,0.02968856693287415
2693,0.0
2127,0.06158502252252252
2581,0.008281230590865803
1234,0.0
892,0.09036825062128172
138,0.0
941,0.0
2240,0.03990383176544528
719,0.2347050539821624
135,0.5230516326683106
2438,0.029203710482470474
764,0.0
1296,0.0
1570,0.03704487722269263
694,0.2665971898232582
156,0.008235807644476656
2768,0.020485422573296844
1976,0.05599272955942336
2475,0.17304031839418585
1685,0.0
986,0.0
1341,0.27225701061802343
1149,0.43769547831977723
1523,0.0
2449,0.0
1468,0.10147133434804667
391,0.0
2788,0.0786771744404086
2135,0.0
2119,0.0
295,0.07690532953933707
247,0.0
2014,0.0
2081,0.0
2828,0.020548437805015873
604,0.17415837963043593
2423,0.0
723,0.0
2078,0.0
413,0.04829751267809708
1110,0.6225580696406338
2084,0.03772873042822109
2112,0.030665204958563643
