,Active.Physicians.per.100.000.Population..2018..AAMC.,Total.Active.Patient.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Patient.Care.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.General.Surgeons.per.100.000.Population..2018..AAMC.,Active.Patient.Care.General.Surgeons.per.100.000.Population..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Female..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.International.Medical.Graduates..IMGs...2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Age.60.or.Older..2018..AAMC.,MD.and.DO.Student.Enrollment.per.100.000.Population..AY.2018.2019..AAMC.,Student.Enrollment.at.Public.MD.and.DO.Schools.per.100.000.Population..AY.2018.2019..AAMC.,Percentage.Change.in.Student.Enrollment.at.MD.and.DO.Schools..2008.2018..AAMC.,Percentage.of.MD.Students.Matriculating.In.State..AY.2018.2019..AAMC.,Total.Residents.Fellows.in.ACGME.Programs.per.100.000.Population.as.of.December.31..2018..AAMC.,Total.Residents.Fellows.in.Primary.Care.ACGME.Programs.per.100.000.Population.as.of.Dec..31..2018..AAMC.,Percentage.of.Residents.in.ACGME.Programs.Who.Are.IMGs.as.of.December.31..2018..AAMC.,Ratio.of.Residents.and.Fellows..GME..to.Medical.Students..UME...AY.2017.2018..AAMC.,Percent.Change.in.Residents.and.Fellows.in.ACGME.Accredited.Programs..2008.2018..AAMC.,Percentage.of.Physicians.Retained.in.State.from.Undergraduate.Medical.Education..UME...2018..AAMC.,All.Specialties..AAMC.,State.Local.Government.hospital.beds.per.1000.people..2019.,Non.profit.hospital.beds.per.1000.people..2019.,For.profit.hospital.beds.per.1000.people..2019.,Total.hospital.beds.per.1000.people..2019.,Total.nurse.practitioners..2019.,Total.physician.assistants..2019.,Total.Hospitals..2019.,Total.Primary.Care.Physicians..2019.,Surgery.specialists..2019.,Emergency.Medicine.specialists..2019.,Total.Specialist.Physicians..2019.,ICU.Beds,Length.of.Life.rank,Quality.of.Life.rank,Health.Behaviors.rank,Clinical.Care.rank,Social...Economic.Factors.rank,Physical.Environment.rank,Adult.smoking.percentage,Adult.obesity.percentage,Excessive.drinking.percentage,Population.per.sq.mile,House.per.sq.mile,Share.of.Tests.with.Positive.COVID.19.Results,Number.of.Tests.with.Results.per.1.000.Population
657,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428657820573,0.1,2.2,0.2,2.5,0.38952741838891497,0.195587815171442,0.014676934769845,1.72614880342884,0.16113233730624707,0.20767470261860027,1.678350657585721,0.0,31.0,37.0,14.0,56.0,26.0,21.0,15.0,26.0,20.0,32.6,14.2,0.17307899999999998,38.6
1331,302.7,265.0,104.9,96.0,7.4,6.6,37.2,17.2,27.9,24.2,18.1,29.7,54.3,41.9,13.4,17.5,1.7,7.0,52.0,3.026814863838211,0.3,2.2,0.4802056555269882,2.5,0.5132611167941791,0.32292678599325886,0.022633389545770693,1.566159268631962,0.17696815590391096,0.16734450992456262,1.6721975897490773,0.0,15.0,43.0,39.0,46.0,58.0,65.0,15.0,33.0,20.0,45.2,18.7,0.105847,21.6
597,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342866671898,0.1,2.2,0.2,2.5,0.3895274183865651,0.19558781515341755,0.014676934768107983,1.72614880365691,0.1611323372832143,0.20767470258180964,1.678350657812132,0.1569489131287766,20.0,11.0,36.0,36.0,14.0,96.0,15.0,35.0,22.0,119.8,47.8,0.17307899999999998,38.6
1753,375.1,304.1,112.9,94.8,10.2,7.4,38.9,37.0,34.8,58.2,15.6,33.4,67.0,88.8,33.1,37.6,1.6,9.0,35.9,3.7507530497692407,0.5,2.2,0.4802056555269882,2.7,0.6453211098914806,0.4550662619433703,0.00849443377822128,2.0771449123113386,0.21967833830609954,0.2333410721466883,2.5026853411500567,0.12473493825620556,25.0,9.0,40.0,41.0,12.0,36.0,16.0,38.0,21.0,71.1,30.3,0.27060100000000004,64.7
1205,287.0,249.7,97.8,87.6,7.9,6.7,35.0,29.2,31.6,52.9,49.9,56.1,71.5,69.0,23.6,26.8,1.4,49.5,43.4,2.8703725478897373,0.1,2.2,0.3,2.5,0.44218063074287495,0.3784545986606448,0.014405884799875408,1.8523566874318644,0.20998577916212427,0.334036453823392,2.0311297165550535,0.03114779629341224,14.0,25.0,58.0,58.0,18.0,74.0,18.0,35.0,22.0,111.9,43.4,0.15698099999999998,30.9
2888,263.4,231.6,100.1,89.4,10.5,9.2,29.7,27.5,33.5,89.2,89.2,13.8,88.9,51.8,23.0,30.2,0.6,44.1,30.4,2.6342428307987067,0.4,2.8,0.7,3.8,0.5216432094359956,0.36991259441983,0.031010636642318283,1.5959402646389655,0.17997244483295413,0.20378418369057602,1.5521931165129923,0.8861214225841216,25.0,9.0,24.0,1.0,6.0,47.0,22.0,35.0,13.0,420.0,200.1,0.020966,37.2
2927,264.9,238.3,94.6,86.4,7.9,7.1,35.0,19.3,29.2,30.4,13.1,14.8,70.4,34.6,12.0,16.3,1.1,17.9,36.5,2.64880362584807,0.0,2.0,0.1,2.1,0.523086682793905,0.31650098531865195,0.022877516850183514,1.4617529195862529,0.155670321543766,0.15291813913913915,1.5819888922255587,0.0,71.0,66.0,69.0,67.0,67.0,1.0,19.0,29.0,24.0,9.2,8.8,0.085163,22.0
570,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865408664,0.1,2.2,0.2,2.5,0.38952741848181127,0.19558781510722886,0.014676934766784257,1.7261488037777406,0.16113233729025517,0.20767470257759857,1.678350657931575,0.0,16.0,30.0,33.0,77.0,54.0,61.0,15.0,33.0,20.0,193.0,71.1,0.17307899999999998,38.6
632,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.844342865880297,0.1,2.2,0.2,2.5,0.3895274183777487,0.19558781517402066,0.014676934760448521,1.7261488038444734,0.1611323372943061,0.20767470260666956,1.6783506579292269,0.0,1.0,4.0,8.0,7.0,1.0,60.0,13.0,36.0,22.0,85.6,34.8,0.17307899999999998,38.6
2550,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920457483837,0.3,1.0,1.0,2.3,0.34492556141223274,0.20357576315266035,0.018221825111884634,1.0697570139234212,0.12114203809050224,0.11354670755842865,1.181039058677275,0.14917951268025859,24.0,44.0,59.0,61.0,57.0,173.0,13.0,36.0,18.0,19.9,10.7,0.072184,20.3
2283,240.4,219.1,92.8,84.8,9.2,8.6,31.8,16.0,29.9,31.3,31.3,31.4,85.1,17.1,10.1,25.2,0.6,55.7,41.5,2.404121350946091,0.2,4.3,0.2,4.8,0.5361383305962157,0.45792787647268834,0.0646086358443413,1.2275640842556228,0.13941863548732594,0.06574212102820422,1.085878479114602,0.0,31.0,15.0,24.0,39.0,14.0,16.0,12.0,37.0,19.0,3.8,1.9,0.144405,29.2
2080,303.4,271.5,109.4,101.0,9.2,8.3,39.3,11.5,29.1,15.6,15.6,23.7,55.4,24.2,9.9,6.8,1.7,26.8,44.9,3.0338512797357966,0.2,1.4,0.1,1.6,0.5013466681717323,0.2763252936168017,0.014555995600908199,1.4286351746736157,0.17109260410753913,0.17324021002115692,1.470394179266216,0.03870168739357036,22.0,25.0,28.0,29.0,22.0,26.0,16.0,35.0,19.0,23.6,9.2,0.040673,19.9
1255,302.7,265.0,104.9,96.0,7.4,6.6,37.2,17.2,27.9,24.2,18.1,29.7,54.3,41.9,13.4,17.5,1.7,7.0,52.0,3.026814864275116,0.3,2.2,0.4802056555269882,2.5,0.5132611166390271,0.32292678595327456,0.02263338951441622,1.5661592688603765,0.17696815588723053,0.1673445099647959,1.6721975898286345,0.23275435687061768,63.0,54.0,74.0,50.0,56.0,78.0,17.0,30.0,21.0,24.7,14.3,0.105847,21.6
2454,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.2483920455766135,0.3,1.0,1.0,2.3,0.3449255614210082,0.20357576313972225,0.01822182513619274,1.0697570137343666,0.1211420380572393,0.11354670751170107,1.1810390585436967,0.0,205.0,144.0,168.0,93.0,162.0,92.0,16.0,28.0,17.0,63.3,28.9,0.072184,20.3
2963,264.9,238.3,94.6,86.4,7.9,7.1,35.0,19.3,29.2,30.4,13.1,14.8,70.4,34.6,12.0,16.3,1.1,17.9,36.5,2.648803626489745,0.0,2.0,0.1,2.1,0.523086682718958,0.3165009853104213,0.022877516872228384,1.4617529197269956,0.1556703215943736,0.15291813911793237,1.5819888918722282,0.1125970066518847,23.0,17.0,21.0,12.0,12.0,36.0,15.0,29.0,27.0,225.9,99.3,0.085163,22.0
2033,206.7,189.1,73.9,68.5,6.2,5.8,29.9,18.3,33.8,29.0,29.0,13.1,82.2,29.1,12.0,18.0,1.2,52.9,48.2,2.067166293204643,0.5,1.5,0.8,2.8,0.2868316867092735,0.3266482866831877,0.03170111477761836,1.2198588970914308,0.11361679540889524,0.14760039045258902,1.182324777096648,0.0,69.0,61.0,65.0,42.0,68.0,56.0,22.0,33.0,13.0,57.5,25.7,0.044462,27.6
2884,263.4,231.6,100.1,89.4,10.5,9.2,29.7,27.5,33.5,89.2,89.2,13.8,88.9,51.8,23.0,30.2,0.6,44.1,30.4,2.634242831234731,0.4,2.8,0.7,3.8,0.521643209359143,0.36991259434316853,0.031010636647246754,1.595940264987784,0.17997244484119523,0.2037841837060703,1.5521931168953205,1.1182108626198084,1.0,3.0,4.0,2.0,3.0,26.0,20.0,30.0,18.0,267.1,120.1,0.020966,37.2
2724,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.63205319278387,0.2,1.5,0.5,2.1,0.5257297024407499,0.2467806686947294,0.011270668029713476,1.3565892609833747,0.13700905821011675,0.15661532451361868,1.3797176110364346,0.11319419879731164,34.0,12.0,17.0,55.0,9.0,65.0,14.0,29.0,20.0,100.7,39.5,0.165721,18.9
2711,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531928664876,0.2,1.5,0.5,2.1,0.5257297024030847,0.2467806686634993,0.011270668043792604,1.3565892611719341,0.13700905818357087,0.156615324450871,1.3797176113750602,0.0,48.0,18.0,11.0,106.0,17.0,87.0,15.0,26.0,17.0,79.7,35.4,0.165721,18.9
1887,237.6,217.1,87.0,79.6,10.5,9.7,30.3,26.1,28.5,40.8,40.8,25.0,90.6,19.9,11.7,46.4,0.5,34.8,33.7,2.3760750556963237,0.45268662098809886,4.2,0.1,4.3,0.6012548730697519,0.29865395214418894,0.051310590906917815,1.4630096686905387,0.1960327703781613,0.0868333076923077,1.1880375278481619,0.28684801835827317,7.0,40.0,11.0,1.0,28.0,25.0,17.0,32.0,22.0,9.5,4.4,0.10913384179970963,64.2
123,207.6,188.2,79.9,75.0,7.0,6.5,27.9,18.2,33.3,34.2,23.7,66.2,93.0,29.6,14.0,30.7,0.8,25.8,57.9,2.075767504688362,0.3,2.2,0.7,3.2,0.4330045705460563,0.06934709215664644,0.029198775642581352,1.1656283958080529,0.12276757941533371,0.1084999958521787,1.206772125096525,0.1765030336458908,41.0,14.0,32.0,12.0,12.0,46.0,20.0,36.0,16.0,72.9,31.0,0.056874,24.3
2383,253.1,225.8,85.1,77.8,8.1,7.4,30.3,17.4,33.3,42.4,14.8,36.7,69.7,38.4,13.2,17.7,0.9,21.1,34.1,2.530720043272203,0.5,1.6,0.8,2.9,0.8490386276529981,0.17607064096435196,0.016986680980836596,1.311076349886668,0.17326414584792915,0.12289494403461775,1.4923168501957553,0.0,76.0,70.0,77.0,94.0,56.0,38.0,24.0,35.0,14.0,72.4,32.1,0.055886,42.9
2118,320.5,273.3,100.8,88.2,8.7,7.2,35.6,23.5,33.3,64.0,23.496392711045306,17.8,63.0,69.7,25.1,22.3,1.2,22.1,31.3,3.204560609933611,0.0,2.5,0.3,2.9,0.5468077763576763,0.4426464777931622,0.015538304659116459,1.8975471343534396,0.23408963491556312,0.24697315392717248,2.0900190991822583,0.1420101537259914,40.0,46.0,58.0,55.0,39.0,66.0,19.0,33.0,21.0,107.5,46.2,0.10913384179970963,23.7
310,265.2,240.7,86.8,80.1,6.9,6.0,30.7,35.9,36.1,27.0,14.4,53.2,58.2,28.9,11.6,31.2,1.1,84.0,48.0,2.65191502554704,0.4,1.3,0.9,2.6,0.5803000800659041,0.2860654034766189,0.01018811628994039,1.2862379442963456,0.13230466224221554,0.13746914514606243,1.3663813289088822,0.1295864341515791,22.0,27.0,35.0,24.0,5.0,38.0,20.0,32.0,21.0,315.8,124.9,0.071292,27.7
1261,302.7,265.0,104.9,96.0,7.4,6.6,37.2,17.2,27.9,24.2,18.1,29.7,54.3,41.9,13.4,17.5,1.7,7.0,52.0,3.02681486452549,0.3,2.2,0.4802056555269882,2.5,0.51326111672294,0.3229267860032927,0.022633389513631162,1.5661592689120183,0.17696815590032647,0.16734450994781927,1.6721975899210313,0.167424728632419,61.0,48.0,83.0,52.0,54.0,60.0,20.0,30.0,22.0,41.1,18.2,0.105847,21.6
2239,229.5,205.0,80.1,72.3,7.0,6.2,31.3,15.2,31.2,43.3,30.7,123.6,90.6,29.7,11.0,10.2,0.6,34.2,46.7,2.294592562057733,0.6,1.1,0.7,2.4,0.4171807667078513,0.206328441424239,0.013571651578119737,1.2578363989666403,0.15813924396270923,0.1431907581714029,1.2690477636751656,0.0,36.0,44.0,46.0,25.0,46.0,28.0,22.0,40.0,13.0,25.5,11.0,0.085108,18.1
942,230.9,214.6,77.3,72.9,8.3,7.6,31.4,20.8,31.6,40.3,28.3,32.1,88.3,31.4,10.8,18.4,0.7,25.4,44.9,2.309326689816684,0.4,2.4,0.5,3.2,0.6566105735282242,0.22066054041831543,0.023498333441007834,1.2266130041185497,0.17612560373092143,0.15576038149075344,1.4448118137769523,0.0,95.0,69.0,98.0,82.0,101.0,86.0,23.0,42.0,15.0,41.6,19.4,0.061943,24.8
1735,375.1,304.1,112.9,94.8,10.2,7.4,38.9,37.0,34.8,58.2,15.6,33.4,67.0,88.8,33.1,37.6,1.6,9.0,35.9,3.750753049384729,0.5,2.2,0.4802056555269882,2.7,0.645321109870674,0.455066261963598,0.008494433769019457,2.077144912256495,0.21967833832992562,0.23334107211399757,2.502685341378056,0.07526247789164713,31.0,40.0,20.0,23.0,11.0,48.0,15.0,30.0,20.0,244.4,109.6,0.27060100000000004,64.7
1826,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266669197864,0.6,1.3,0.1,2.1,0.4542731726023237,0.40852804718151214,0.010786219075100616,1.290494066621105,0.15302948297770014,0.15996348095274257,1.4425604943427748,0.1518718201837649,75.0,63.0,59.0,27.0,49.0,71.0,18.0,29.0,15.0,100.6,46.4,0.075151,20.1
212,279.6,243.8,96.2,87.1,7.2,6.2,37.8,24.0,33.7,19.8,8.8,27.5,40.3,29.4,10.6,10.7,1.5,22.7,62.8,2.7960379748773954,0.3,1.2,0.3,1.8,0.38966510255054604,0.20014134017611349,0.009075500964430912,1.3685299294452242,0.13567747541521577,0.1529436791671984,1.4857277635776924,0.08021731600153142,9.0,15.0,17.0,8.0,24.0,32.0,11.0,19.0,23.0,589.4,234.7,0.066762,27.0
457,228.7,202.9,79.1,71.9,7.0,6.1,35.6,22.5,30.8,28.6,9.2,39.2,68.9,25.5,10.5,25.7,0.9,30.7,43.9,2.2866160137892906,0.3,1.8,0.3,2.4,0.45772246239653963,0.3162705362863229,0.013783957851602517,1.1905537110753368,0.1392655051628535,0.1316605629055076,1.2156500204888043,0.0,62.0,62.0,152.0,25.0,51.0,32.0,19.0,38.0,17.0,129.5,54.6,0.128994,25.8
1778,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.550266669581778,0.6,1.3,0.1,2.1,0.4542731725163246,0.4085280470693408,0.010786219060945273,1.2904940667754976,0.1530294829563122,0.1599634809351679,1.442560494402985,0.6996268656716418,71.0,24.0,36.0,4.0,43.0,20.0,16.0,31.0,18.0,146.0,63.5,0.075151,20.1
371,228.7,202.9,79.1,71.9,7.0,6.1,35.6,22.5,30.8,28.6,9.2,39.2,68.9,25.5,10.5,25.7,0.9,30.7,43.9,2.2866160143048724,0.3,1.8,0.3,2.4,0.45772246240500675,0.3162705363433169,0.013783957890031293,1.1905537112203843,0.1392655051408136,0.1316605628967367,1.2156500205632543,0.35762181493071077,125.0,86.0,110.0,159.0,73.0,10.0,19.0,37.0,15.0,42.9,18.6,0.128994,25.8
2957,264.9,238.3,94.6,86.4,7.9,7.1,35.0,19.3,29.2,30.4,13.1,14.8,70.4,34.6,12.0,16.3,1.1,17.9,36.5,2.648803626057432,0.0,2.0,0.1,2.1,0.5230866827415549,0.31650098526788284,0.02287751689014214,1.4617529199516601,0.15567032157449504,0.1529181390919031,1.581988892213846,0.2301893307245209,54.0,14.0,27.0,53.0,47.0,39.0,16.0,34.0,23.0,30.7,15.1,0.085163,22.0
386,228.7,202.9,79.1,71.9,7.0,6.1,35.6,22.5,30.8,28.6,9.2,39.2,68.9,25.5,10.5,25.7,0.9,30.7,43.9,2.286616014549663,0.3,1.8,0.3,2.4,0.45772246228247837,0.3162705363121564,0.01378395783904435,1.1905537109907824,0.1392655051874509,0.13166056289009218,1.215650020667135,0.0,122.0,77.0,84.0,80.0,105.0,133.0,19.0,34.0,15.0,128.3,50.7,0.128994,25.8
1033,230.9,214.6,77.3,72.9,8.3,7.6,31.4,20.8,31.6,40.3,28.3,32.1,88.3,31.4,10.8,18.4,0.7,25.4,44.9,2.309326689989017,0.4,2.4,0.5,3.2,0.6566105735670992,0.22066054037342878,0.023498333401130864,1.2266130041085304,0.1761256037505593,0.15576038144246024,1.4448118142618884,0.4067851767481593,53.0,87.0,86.0,45.0,39.0,7.0,24.0,38.0,18.0,83.4,36.1,0.061943,24.8
1277,302.7,265.0,104.9,96.0,7.4,6.6,37.2,17.2,27.9,24.2,18.1,29.7,54.3,41.9,13.4,17.5,1.7,7.0,52.0,3.0268148629795713,0.3,2.2,0.4802056555269882,2.5,0.5132611167580136,0.3229267859159608,0.022633389470187677,1.5661592688922106,0.17696815595416043,0.16734450988207938,1.6721975901013122,0.0,79.0,70.0,51.0,62.0,24.0,18.0,15.0,33.0,19.0,11.0,6.1,0.105847,21.6
1102,260.3,231.8,84.1,75.8,9.1,7.8,31.4,19.8,32.0,45.6,28.7,12.8,87.3,47.1,17.0,28.2,1.0,28.2,40.0,2.6034457675186258,0.8,1.7,0.8,3.3,0.5072985324143489,0.1645930517103107,0.0339057394686782,1.3579463250307038,0.17403515638620595,0.16824113761133774,1.607947505143136,0.5772710190576922,2.0,3.0,1.0,7.0,3.0,33.0,18.0,30.0,21.0,276.4,112.8,0.137291,51.2
649,284.4,240.5,99.6,87.2,7.0,5.8,38.7,30.7,30.4,44.7,13.4,2.5,62.6,49.1,19.8,25.9,1.2,7.1,30.9,2.8443428655535623,0.1,2.2,0.2,2.5,0.38952741838001936,0.1955878151418978,0.014676934777609124,1.7261488036428867,0.16113233728899315,0.20767470263557336,1.678350657743434,0.0,21.0,56.0,51.0,46.0,17.0,56.0,16.0,32.0,19.0,29.5,13.7,0.17307899999999998,38.6
2478,224.8,199.9,72.9,66.5,6.2,5.4,35.2,25.9,27.9,28.3,24.3,55.2,84.9,29.9,10.1,20.8,1.1,23.1,59.7,2.248392046120929,0.3,1.0,1.0,2.3,0.34492556137570324,0.20357576313495523,0.018221825105000398,1.069757014026468,0.12114203811712498,0.11354670750455663,1.181039058562485,0.0,180.0,213.0,146.0,146.0,188.0,51.0,16.0,29.0,18.0,15.4,5.8,0.072184,20.3
319,265.2,240.7,86.8,80.1,6.9,6.0,30.7,35.9,36.1,27.0,14.4,53.2,58.2,28.9,11.6,31.2,1.1,84.0,48.0,2.6519150259293154,0.4,1.3,0.9,2.6,0.5803000799668803,0.28606540353858895,0.010188116289711073,1.2862379441757092,0.13230466224343052,0.1374691451387981,1.3663813289318865,0.0,52.0,67.0,61.0,52.0,66.0,63.0,20.0,43.0,15.0,89.8,37.8,0.071292,27.7
1607,239.2,214.5,88.2,80.3,6.8,6.2,32.9,14.8,28.8,61.7,28.1,18.9,87.0,42.2,17.2,29.4,0.7,23.1,27.1,2.3915806410292033,0.5,2.9,0.1,3.6,0.5416562135652561,0.4260683325460557,0.04820481135902637,1.4938308208063575,0.16897600541832225,0.11092289924699214,1.4228194320486816,0.6112978965795104,70.0,80.0,75.0,39.0,75.0,24.0,18.0,36.0,16.0,50.0,22.2,0.174801,25.7
1659,306.5,271.0,97.7,87.5,7.6,6.7,36.8,38.2,36.6,30.5,29.8,43.2,45.1,37.7,17.4,47.9,1.4,21.3,33.5,3.065043351016272,0.45268662098809886,2.1,0.3,2.4,0.6192947875067057,0.20901339393216908,0.00920467148278397,1.665147521606962,0.16512282623035507,0.17208245590192922,1.758765765830204,0.19272416602094136,9.0,20.0,14.0,18.0,17.0,18.0,14.0,27.0,18.0,2715.3,953.3,0.320671,49.7
2843,278.8,246.3,100.6,91.7,6.9,6.1,38.8,15.3,31.2,24.7,17.1,97.4,48.0,28.5,11.6,5.4,1.2,25.2,42.1,2.7877043752919195,0.4,1.2,0.1,1.7,0.40302081147828117,0.25319845516113965,0.012208730558150398,1.4489905301261095,0.1441161018215787,0.15340535333956096,1.4752658418963103,0.0,1.0,1.0,2.0,10.0,3.0,17.0,12.0,18.0,18.0,90.7,76.5,0.067611,33.7
2142,320.5,273.3,100.8,88.2,8.7,7.2,35.6,23.5,33.3,64.0,23.496392711045306,17.8,63.0,69.7,25.1,22.3,1.2,22.1,31.3,3.204560609584595,0.0,2.5,0.3,2.9,0.5468077763954998,0.4426464778504976,0.015538304657074859,1.8975471346278663,0.23408963489831244,0.24697315380246648,2.090019098874946,0.18931198615318043,36.0,24.0,42.0,60.0,42.0,29.0,18.0,38.0,19.0,72.4,35.5,0.10913384179970963,23.7
2940,264.9,238.3,94.6,86.4,7.9,7.1,35.0,19.3,29.2,30.4,13.1,14.8,70.4,34.6,12.0,16.3,1.1,17.9,36.5,2.6488036263498134,0.0,2.0,0.1,2.1,0.5230866827982231,0.31650098526490666,0.022877516883961137,1.461752919932103,0.1556703215717433,0.15291813908050128,1.5819888923399184,0.0,38.0,28.0,49.0,23.0,32.0,4.0,16.0,34.0,24.0,32.7,19.1,0.085163,22.0
1011,230.9,214.6,77.3,72.9,8.3,7.6,31.4,20.8,31.6,40.3,28.3,32.1,88.3,31.4,10.8,18.4,0.7,25.4,44.9,2.3093266900275733,0.4,2.4,0.5,3.2,0.6566105732996323,0.22066054038373162,0.023498333409926467,1.2266130037913603,0.17612560374540442,0.1557603814338235,1.4448118141084558,0.0,104.0,119.0,120.0,110.0,99.0,95.0,32.0,40.0,13.0,42.9,17.6,0.061943,24.8
2270,229.5,205.0,80.1,72.3,7.0,6.2,31.3,15.2,31.2,43.3,30.7,123.6,90.6,29.7,11.0,10.2,0.6,34.2,46.7,2.294592562315327,0.6,1.1,0.7,2.4,0.41718076672475185,0.2063284414349572,0.013571651526630807,1.2578363993484354,0.1581392439578756,0.1431907582013789,1.2690477638457458,0.0,43.0,39.0,40.0,39.0,45.0,44.0,21.0,39.0,15.0,60.3,25.2,0.085108,18.1
346,265.2,240.7,86.8,80.1,6.9,6.0,30.7,35.9,36.1,27.0,14.4,53.2,58.2,28.9,11.6,31.2,1.1,84.0,48.0,2.651915025401772,0.4,1.3,0.9,2.6,0.5803000800891595,0.2860654034612026,0.010188116288494661,1.286237943927939,0.13230466225050538,0.13746914516883857,1.3663813290940756,0.2750049452643666,26.0,5.0,31.0,14.0,6.0,49.0,18.0,27.0,19.0,194.4,99.3,0.071292,27.7
715,230.8,212.0,80.3,74.4,6.5,6.1,31.8,21.7,31.1,32.1,22.3,78.0,76.3,22.3,9.7,15.0,0.7,12.2,51.1,2.308470059245805,0.4,1.9,0.4,2.7,0.5159986479415326,0.12627247537190797,0.019725404428299603,1.2119168939197371,0.12373208238194085,0.13673291712074037,1.3009800836792942,0.15135789655768897,19.0,35.0,76.0,62.0,33.0,90.0,21.0,41.0,17.0,106.1,44.7,0.16532,22.9
1849,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666696416982,0.6,1.3,0.1,2.1,0.4542731725464105,0.4085280470271323,0.010786219062378293,1.290494066435155,0.15302948299363883,0.15996348094898097,1.44256049428794,0.12981955082435415,58.0,72.0,69.0,80.0,73.0,78.0,18.0,38.0,15.0,221.7,95.7,0.075151,20.1
2752,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.632053192727582,0.2,1.5,0.5,2.1,0.5257297022216559,0.24678066870566248,0.011270668025997198,1.3565892608640244,0.1370090581963383,0.1566153244552058,1.379717610976594,0.0,100.0,117.0,127.0,128.0,122.0,131.0,22.0,37.0,16.0,58.8,27.0,0.165721,18.9
1739,375.1,304.1,112.9,94.8,10.2,7.4,38.9,37.0,34.8,58.2,15.6,33.4,67.0,88.8,33.1,37.6,1.6,9.0,35.9,3.7507530501334534,0.5,2.2,0.4802056555269882,2.7,0.6453211097533524,0.45506626201884426,0.008494433771746471,2.077144912370968,0.21967833829629868,0.2333410721291443,2.5026853413512558,0.0,19.0,24.0,25.0,36.0,41.0,8.0,15.0,36.0,20.0,52.7,27.7,0.27060100000000004,64.7
2690,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531931589537,0.2,1.5,0.5,2.1,0.5257297023474179,0.2467806686787391,0.011270668008048292,1.3565892608987256,0.13700905821596246,0.15661532448021462,1.3797176109993292,0.670690811535882,82.0,65.0,69.0,103.0,89.0,35.0,17.0,36.0,16.0,36.5,18.1,0.165721,18.9
1828,255.0,223.5,86.2,78.1,7.1,6.2,35.6,15.7,28.6,28.2,11.4,47.4,57.1,35.6,11.9,10.5,1.3,27.2,38.2,2.5502666702246373,0.6,1.3,0.1,2.1,0.4542731725777498,0.40852804706224827,0.01078621905778468,1.2904940667604676,0.1530294829945175,0.15996348095677068,1.4425604943961963,0.29110669060210564,15.0,7.0,4.0,44.0,9.0,26.0,14.0,33.0,15.0,86.3,48.1,0.075151,20.1
762,218.2,193.1,84.8,77.9,6.9,6.5,32.9,19.5,29.6,49.4,21.3,5.1,70.2,32.2,12.7,19.1,0.6,21.8,21.9,2.181775552219016,0.9,2.0,0.1,3.0,0.608970753841354,0.27026641677716245,0.03738738238046954,1.4017099976600889,0.1672926940956244,0.1105779360424304,1.2949341681616098,0.0,43.0,26.0,36.0,78.0,42.0,96.0,15.0,36.0,22.0,36.4,15.5,0.15503,27.2
