,county,state,cases,deaths,POP_ESTIMATE_2018,total_state_pop,Active.Physicians.per.100.000.Population..2018..AAMC.,Total.Active.Patient.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.Patient.Care.Primary.Care.Physicians.per.100.000.Population..2018..AAMC.,Active.General.Surgeons.per.100.000.Population..2018..AAMC.,Active.Patient.Care.General.Surgeons.per.100.000.Population..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Female..2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.International.Medical.Graduates..IMGs...2018..AAMC.,Percentage.of.Active.Physicians.Who.Are.Age.60.or.Older..2018..AAMC.,MD.and.DO.Student.Enrollment.per.100.000.Population..AY.2018.2019..AAMC.,Student.Enrollment.at.Public.MD.and.DO.Schools.per.100.000.Population..AY.2018.2019..AAMC.,Percentage.Change.in.Student.Enrollment.at.MD.and.DO.Schools..2008.2018..AAMC.,Percentage.of.MD.Students.Matriculating.In.State..AY.2018.2019..AAMC.,Total.Residents.Fellows.in.ACGME.Programs.per.100.000.Population.as.of.December.31..2018..AAMC.,Total.Residents.Fellows.in.Primary.Care.ACGME.Programs.per.100.000.Population.as.of.Dec..31..2018..AAMC.,Percentage.of.Residents.in.ACGME.Programs.Who.Are.IMGs.as.of.December.31..2018..AAMC.,Ratio.of.Residents.and.Fellows..GME..to.Medical.Students..UME...AY.2017.2018..AAMC.,Percent.Change.in.Residents.and.Fellows.in.ACGME.Accredited.Programs..2008.2018..AAMC.,Percentage.of.Physicians.Retained.in.State.from.Undergraduate.Medical.Education..UME...2018..AAMC.,All.Specialties..AAMC.,State.Local.Government.hospital.beds.per.1000.people..2019.,Non.profit.hospital.beds.per.1000.people..2019.,For.profit.hospital.beds.per.1000.people..2019.,Total.hospital.beds.per.1000.people..2019.,Total.nurse.practitioners..2019.,Total.physician.assistants..2019.,Total.Hospitals..2019.,Total.Primary.Care.Physicians..2019.,Surgery.specialists..2019.,Emergency.Medicine.specialists..2019.,Total.Specialist.Physicians..2019.,ICU.Beds,pop_fraction,Length.of.Life.rank,Quality.of.Life.rank,Health.Behaviors.rank,Clinical.Care.rank,Social...Economic.Factors.rank,Physical.Environment.rank,Adult.smoking.percentage,Adult.obesity.percentage,Excessive.drinking.percentage,Population.per.sq.mile,House.per.sq.mile,Share.of.Tests.with.Positive.COVID.19.Results,Number.of.Tests.with.Results.per.1.000.Population
2668,Wasatch,Utah,5.565583634175692,0.030084235860409144,33240.0,6322210.0,216.2,199.9,65.3,62.2,5.8,5.4,24.6,9.3,26.5,16.6,16.6,21.5,43.5,26.0,8.8,6.1,1.6,20.2,43.8,2.1615859010228644,0.3,1.0,0.6,1.8,0.38182850631768955,0.252443370276775,0.01708263408543923,0.9695976564380264,0.09996504386281589,0.134763002166065,1.16921139921781,0.0,0.005257655,2.0,4.0,4.0,12.0,5.0,28.0,8.0,24.0,12.0,20.0,9.0,0.042223000000000004,48.9
2669,Washington,Utah,0.844496214327315,0.0,171700.0,6322210.0,216.2,199.9,65.3,62.2,5.8,5.4,24.6,9.3,26.5,16.6,16.6,21.5,43.5,26.0,8.8,6.1,1.6,20.2,43.8,2.161585900990099,0.3,1.0,0.6,1.8,0.3818285061735585,0.25244337029702973,0.01708263407687828,0.9695976563774024,0.09996504385556201,0.13476300215492137,1.1692113989516597,0.186371578334304,0.027158225,8.0,11.0,6.0,15.0,11.0,21.0,9.0,24.0,10.0,56.9,23.8,0.042223000000000004,48.9
2670,Weber,Utah,0.78795751270679,0.011702339297625595,256359.0,6322210.0,216.2,199.9,65.3,62.2,5.8,5.4,24.6,9.3,26.5,16.6,16.6,21.5,43.5,26.0,8.8,6.1,1.6,20.2,43.8,2.161585901021614,0.3,1.0,0.6,1.8,0.38182850615738084,0.2524433702737177,0.0170826340795525,0.9695976564115166,0.09996504386426847,0.134763002196139,1.1692113992487099,0.2496499050160127,0.040548954,14.0,23.0,22.0,9.0,16.0,27.0,11.0,31.0,13.0,401.4,149.6,0.042223000000000004,48.9
2671,Addison,Vermont,1.6768993589916967,0.05409352770940957,36973.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.670770670489276,0.45268662098809886,2.1,0.4802056555269882,2.1,0.6131256795499419,0.39438031996321643,0.02235354039434182,1.801056683796284,0.21874535964081898,0.14370133116057665,1.9319845633299975,0.0,0.029517052000000002,1.0,1.0,2.0,3.0,2.0,3.0,13.0,26.0,22.0,48.0,21.9,0.042858,34.7
2672,Bennington,Vermont,1.6839269175717775,0.02806544862619629,35631.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.670770671606186,0.45268662098809886,2.1,0.4802056555269882,2.1,0.6131256796048385,0.39438031994611433,0.022353540400213298,1.8010566837865905,0.21874535963065866,0.14370133114422834,1.931984563161292,0.2806544862619629,0.028445678999999998,13.0,14.0,10.0,7.0,12.0,9.0,15.0,30.0,18.0,55.0,31.0,0.042858,34.7
2673,Caledonia,Vermont,0.4620157085340902,0.0,30302.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.670770668602733,0.45268662098809886,2.1,0.4802056555269882,2.1,0.6131256794931027,0.39438031978087257,0.022353540393373374,1.8010566837172464,0.21874535964622793,0.14370133116625963,1.9319845633951553,0.1320044881525972,0.024191321000000002,9.0,10.0,11.0,11.0,11.0,2.0,15.0,32.0,17.0,48.1,24.6,0.042858,34.7
2674,Chittenden,Vermont,2.6249908854483146,0.22482560824441583,164572.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.6707706699803127,0.45268662098809886,2.1,0.4802056555269882,2.1,0.613125679337919,0.3943803199207641,0.02235354040176944,1.8010566840045696,0.2187453596602095,0.14370133114989186,1.9319845629876284,0.27951291835792236,0.13138453,3.0,3.0,1.0,1.0,1.0,7.0,11.0,21.0,22.0,291.7,122.5,0.042858,34.7
2675,Essex,Vermont,0.32,0.0,6250.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.6707706704,0.45268662098809886,2.1,0.4802056555269882,2.1,0.61312567952,0.39438032,0.022353540480000003,1.8010566832,0.21874535968000003,0.1437013312,1.9319845632,0.0,0.00498963,14.0,12.0,12.0,14.0,14.0,1.0,16.0,29.0,18.0,9.5,7.6,0.042858,34.7
2676,Franklin,Vermont,2.003197021509075,0.10117156674288258,49421.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.670770670362802,0.45268662098809886,2.1,0.4802056555269882,2.1,0.6131256795694138,0.394380319904494,0.022353540397806602,1.8010566837983855,0.21874535966491976,0.14370133115477227,1.9319845632423465,0.0,0.039454797,8.0,11.0,14.0,8.0,5.0,10.0,17.0,34.0,21.0,75.3,34.1,0.042858,34.7
2677,Grand Isle,Vermont,0.5641748942172073,0.0,7090.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.6707706699576867,0.45268662098809886,2.1,0.4802056555269882,2.1,0.61312567954866,0.39438031988716504,0.022353540338504937,1.8010566840620592,0.21874535966149508,0.14370133117066292,1.931984562764457,0.0,0.005660236,2.0,2.0,6.0,4.0,7.0,13.0,13.0,30.0,21.0,85.2,61.7,0.042858,34.7
2678,Lamoille,Vermont,1.0671936758893281,0.039525691699604744,25300.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.670770670355731,0.45268662098809886,2.1,0.4802056555269882,2.1,0.6131256794466403,0.39438031996047435,0.022353540395256923,1.8010566837944664,0.2187453596442688,0.14370133114624506,1.9319845632411066,0.0,0.02019802,4.0,4.0,8.0,9.0,9.0,5.0,15.0,24.0,22.0,53.3,28.3,0.042858,34.7
2679,Orange,Vermont,0.27587158177868204,0.0,28999.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.670770671402462,0.45268662098809886,2.1,0.4802056555269882,2.1,0.6131256795061898,0.39438032001103485,0.02235354039794476,1.8010566836787476,0.2187453596330908,0.14370133114935,1.931984563260802,0.06896789544467051,0.023151083,7.0,7.0,4.0,12.0,6.0,4.0,14.0,28.0,18.0,42.1,21.6,0.042858,34.7
2680,Orleans,Vermont,0.3344854498829301,0.0,26907.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.6707706700858513,0.45268662098809886,2.1,0.4802056555269882,2.1,0.6131256795629391,0.3943803199910804,0.022353540416991863,1.8010566837625896,0.21874535964618871,0.14370133114059538,1.9319845631248374,0.18582524993496116,0.021480954,10.0,13.0,13.0,13.0,13.0,6.0,17.0,30.0,20.0,39.3,23.3,0.042858,34.7
2681,Rutland,Vermont,0.8351513498772839,0.017043905099536405,58672.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.670770670848105,0.45268662098809886,2.1,0.4802056555269882,2.1,0.6131256795404963,0.3943803199140987,0.022353540394055085,1.80105668461958,0.21874535962639757,0.14370133114603217,1.9319845633351513,0.22157076629397326,0.046840247,11.0,6.0,9.0,6.0,8.0,14.0,15.0,31.0,18.0,66.3,36.3,0.042858,34.7
2682,Unknown,Vermont,2.37343276017167,0.0986733990592806,,,255.83636678200773,226.6442906574413,88.00505190311414,80.04795847750937,7.609515570934332,6.750311418685208,33.87982698961921,20.962802768166316,31.211107266435604,39.443566111307916,23.496392711045306,44.53799567411594,69.85761183261238,36.13522491349447,13.66896193771623,20.887785467128325,0.9911733427862293,31.638719723183605,40.9897776183638,2.558409076147586,0.45268662098809886,1.8265051903114327,0.4802056555269882,2.7091003460208283,0.5153777259287423,0.26318240467730647,0.02236003208467126,1.3832442105763183,0.15678187709488467,0.15517237341472045,1.4630687143103664,0.14165561039181643,,46.90747826086957,47.57217391304348,48.40382608695652,46.808,47.648,49.479652173913045,17.554671280276818,33.068166089965395,17.51280276816609,223.1832467982003,97.04292142609887,0.042858,34.7
2683,Washington,Vermont,0.6535947712418301,0.01719986240110079,58140.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.6707706707946333,0.45268662098809886,2.1,0.4802056555269882,2.1,0.6131256795665634,0.39438031991744066,0.022353540402476783,1.801056683866529,0.2187453596491228,0.1437013311489508,1.9319845631234949,0.24079807361541108,0.04641553,6.0,8.0,5.0,2.0,3.0,8.0,15.0,23.0,21.0,86.6,43.6,0.042858,34.7
2684,Windham,Vermont,1.8009168303863785,0.0701655907942745,42756.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.6707706707830483,0.45268662098809886,2.1,0.4802056555269882,2.1,0.6131256796706895,0.394380319955094,0.022353540391991764,1.8010566837402937,0.21874535964542988,0.14370133115820002,1.9319845633361403,0.0,0.034133856000000004,12.0,9.0,7.0,5.0,10.0,12.0,15.0,24.0,19.0,56.7,37.9,0.042858,34.7
2685,Windsor,Vermont,0.8501248055565604,0.0361755236407047,55286.0,1252598.0,367.1,322.7,130.3,121.5,11.7,9.9,41.7,10.7,35.7,76.3,76.3,44.53799567411594,50.9,50.9,14.5,13.2,0.7,20.4,13.6,3.6707706706942087,0.45268662098809886,2.1,0.4802056555269882,2.1,0.6131256795572116,0.3943803199725066,0.022353540408059907,1.801056683789748,0.21874535958470498,0.1437013311507434,1.9319845639040625,0.0,0.044137065999999996,5.0,5.0,3.0,10.0,4.0,11.0,13.0,28.0,20.0,58.5,35.2,0.042858,34.7
2686,Unknown,Virgin Islands,2.37343276017167,0.0986733990592806,,,255.83636678200773,226.6442906574413,88.00505190311414,80.04795847750937,7.609515570934332,6.750311418685208,33.87982698961921,20.962802768166316,31.211107266435604,39.443566111307916,23.496392711045306,44.53799567411594,69.85761183261238,36.13522491349447,13.66896193771623,20.887785467128325,0.9911733427862293,31.638719723183605,40.9897776183638,2.558409076147586,0.45268662098809886,1.8265051903114327,0.4802056555269882,2.7091003460208283,0.5153777259287423,0.26318240467730647,0.02236003208467126,1.3832442105763183,0.15678187709488467,0.15517237341472045,1.4630687143103664,0.14165561039181643,,46.90747826086957,47.57217391304348,48.40382608695652,46.808,47.648,49.479652173913045,17.554671280276818,33.068166089965395,17.51280276816609,223.1832467982003,97.04292142609887,0.10930930539568334,28.317963661295085
2687,Accomack,Virginia,18.2956929532272,0.2468221646303838,32412.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.632053192953227,0.2,1.5,0.5,2.1,0.525729702270764,0.2467806687029495,0.011270668024188574,1.3565892610761447,0.13700905821917808,0.15661532447858817,1.379717611069974,0.3085277057879798,0.00190263,99.0,107.0,109.0,117.0,115.0,20.0,18.0,36.0,15.0,73.8,46.7,0.165721,18.9
2688,Albemarle,Virginia,1.1957541529461542,0.03679243547526628,108718.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531926635877,0.2,1.5,0.5,2.1,0.525729702349197,0.24678066870251475,0.011270668031052814,1.356589261207896,0.13700905820563292,0.15661532450928092,1.3797176106992404,0.11037730642579885,0.006381898,5.0,14.0,8.0,7.0,14.0,7.0,14.0,21.0,21.0,137.3,58.4,0.165721,18.9
2689,Alexandria city,Virginia,8.40341369214477,0.19933968728586557,160530.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531925496793,0.2,1.5,0.5,2.1,0.5257297023609294,0.24678066866006354,0.011270668024668288,1.3565892611972838,0.13700905818227122,0.1566153244876347,1.379717611038435,0.24917460910733197,0.009423335,4.0,32.0,28.0,69.0,25.0,67.0,15.0,24.0,22.0,9314.3,4816.4,0.165721,18.9
2690,Alleghany,Virginia,0.4024144869215292,0.0,14910.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531931589537,0.2,1.5,0.5,2.1,0.5257297023474179,0.2467806686787391,0.011270668008048292,1.3565892608987256,0.13700905821596246,0.15661532448021462,1.3797176109993292,0.670690811535882,0.0008752380000000001,82.0,65.0,69.0,103.0,89.0,35.0,17.0,36.0,16.0,36.5,18.1,0.165721,18.9
2691,Amelia,Virginia,1.3063859217705371,0.07684623069238454,13013.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531929608855,0.2,1.5,0.5,2.1,0.5257297023745485,0.24678066871589946,0.011270668024283408,1.356589260739261,0.13700905824944287,0.15661532444478599,1.3797176108506877,0.0,0.0007638810000000001,109.0,44.0,95.0,108.0,73.0,75.0,17.0,41.0,17.0,35.7,15.1,0.165721,18.9
2692,Amherst,Virginia,0.6631718562496053,0.0,31666.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531930145896,0.2,1.5,0.5,2.1,0.525729702520053,0.24678066869828838,0.011270668035116529,1.3565892610370744,0.13700905820122528,0.15661532448051538,1.3797176110023368,0.0,0.0018588379999999998,51.0,56.0,71.0,113.0,53.0,114.0,17.0,35.0,17.0,68.3,29.5,0.165721,18.9
2693,Appomattox,Virginia,1.3888012120446942,0.0,15841.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.632053192980241,0.2,1.5,0.5,2.1,0.5257297023546493,0.24678066870778362,0.011270668013382992,1.3565892607789911,0.13700905820339623,0.156615324474465,1.3797176112619154,0.0,0.0009298889999999999,81.0,75.0,115.0,94.0,62.0,53.0,17.0,47.0,17.0,44.9,20.8,0.165721,18.9
2694,Arlington,Virginia,6.311020920255472,0.2947107834675671,237521.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.632053192770323,0.2,1.5,0.5,2.1,0.5257297022158041,0.2467806686987677,0.011270668029353195,1.3565892611600656,0.13700905823064063,0.15661532445552184,1.3797176110743892,0.13472492958517351,0.013942814,1.0,4.0,3.0,10.0,2.0,21.0,12.0,20.0,22.0,7993.5,4058.0,0.165721,18.9
2695,Augusta,Virginia,0.9276806658096665,0.013252580940138092,75457.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531932093774,0.2,1.5,0.5,2.1,0.5257297023470321,0.24678066872523424,0.01127066802284745,1.356589261433664,0.1370090582715984,0.15661532448944432,1.3797176113548113,0.1590309712816571,0.004429431,17.0,35.0,50.0,39.0,32.0,32.0,16.0,34.0,16.0,76.3,32.3,0.165721,18.9
2696,Bedford,Virginia,0.5079558586358845,0.012698896465897114,78747.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.632053193137516,0.2,1.5,0.5,2.1,0.5257297023378669,0.2467806687238879,0.011270668025448589,1.3565892605432588,0.1370090582498381,0.1566153245202992,1.3797176108296187,0.07619337879538268,0.004622559,46.0,25.0,38.0,53.0,37.0,118.0,15.0,34.0,18.0,91.2,42.4,0.165721,18.9
2697,Botetourt,Virginia,0.9015235748414822,0.09015235748414821,33277.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.632053192895994,0.2,1.5,0.5,2.1,0.5257297024972203,0.24678066869008622,0.011270668028968957,1.3565892610511763,0.13700905820837214,0.15661532445833456,1.3797176109625267,0.0,0.001953406,14.0,13.0,7.0,22.0,11.0,117.0,14.0,25.0,19.0,61.2,26.9,0.165721,18.9
2698,Bristol city,Virginia,0.18201674554058975,0.0,16482.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531925737165,0.2,1.5,0.5,2.1,0.5257297024026211,0.24678066866885087,0.011270668001456133,1.356589261012013,0.13700905818468634,0.15661532447518506,1.379717611333576,0.0,0.0009675160000000001,127.0,83.0,98.0,77.0,104.0,83.0,19.0,29.0,16.0,1370.6,678.6,0.165721,18.9
2699,Brunswick,Virginia,1.220703125,0.0,16384.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531927490234,0.2,1.5,0.5,2.1,0.5257297023925781,0.2467806687011719,0.011270668029785156,1.3565892608642578,0.13700905822753906,0.15661532446289061,1.3797176110839844,0.0,0.0009617639999999999,113.0,121.0,129.0,110.0,123.0,127.0,20.0,42.0,15.0,30.8,14.4,0.165721,18.9
2700,Buchanan,Virginia,0.7539701239338391,0.0,21221.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.632053193063475,0.2,1.5,0.5,2.1,0.525729702181801,0.24678066867725365,0.011270668017529807,1.3565892611092785,0.13700905819706893,0.1566153244898921,1.3797176108571698,0.5654775929503794,0.001245702,124.0,112.0,100.0,133.0,131.0,130.0,20.0,34.0,15.0,47.9,23.0,0.165721,18.9
2701,Buckingham,Virginia,20.471792458379905,0.11765397964586152,16999.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531931290074,0.2,1.5,0.5,2.1,0.5257297023942585,0.2467806686863933,0.01127066803929643,1.356589261133008,0.13700905823871995,0.15661532448967588,1.3797176110359433,0.0,0.000997865,50.0,103.0,120.0,111.0,109.0,120.0,19.0,40.0,17.0,29.6,12.5,0.165721,18.9
2702,Buena Vista city,Virginia,1.282667949334616,0.0,6237.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.632053192239859,0.2,1.5,0.5,2.1,0.5257297024210358,0.24678066875100207,0.011270667949334614,1.3565892610229275,0.1370090582010582,0.1566153245149912,1.3797176110309444,0.0,0.00036612099999999996,68.0,101.0,87.0,46.0,72.0,92.0,21.0,26.0,16.0,992.0,438.0,0.165721,18.9
2703,Campbell,Virginia,0.23647972641114728,0.01819074818547287,54973.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531933858438,0.2,1.5,0.5,2.1,0.5257297023993597,0.2467806686919033,0.011270668018845614,1.3565892610918087,0.1370090582103942,0.1566153244683754,1.379717611009041,0.0,0.003226992,49.0,51.0,96.0,92.0,56.0,81.0,19.0,36.0,17.0,108.8,49.2,0.165721,18.9
2704,Caroline,Virginia,1.3323800857922787,0.06499415052645262,30772.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.632053192837645,0.2,1.5,0.5,2.1,0.5257297023267905,0.2467806686923177,0.011270668042376187,1.3565892610165087,0.13700905820226178,0.1566153244832965,1.3797176111399974,0.0,0.001806359,78.0,67.0,88.0,125.0,68.0,43.0,17.0,41.0,18.0,54.1,22.2,0.165721,18.9
2705,Carroll,Virginia,1.3497098123903362,0.0,29636.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531927385606,0.2,1.5,0.5,2.1,0.5257297023889864,0.2467806686799838,0.011270668038871643,1.3565892610338777,0.13700905820623563,0.1566153244702389,1.379717611013632,0.0,0.001739675,42.0,54.0,72.0,65.0,79.0,37.0,18.0,32.0,17.0,63.3,34.9,0.165721,18.9
2706,Charles City,Virginia,3.0255006483215676,0.14407145944388416,6941.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531926235415,0.2,1.5,0.5,2.1,0.5257297023483647,0.24678066863564327,0.01127066805935744,1.3565892610574846,0.1370090582048696,0.15661532444892667,1.3797176110070595,0.0,0.000407446,120.0,104.0,79.0,104.0,92.0,48.0,17.0,34.0,15.0,39.7,17.7,0.165721,18.9
2707,Charlotte,Virginia,0.9214273747696432,0.0,11938.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531931646842,0.2,1.5,0.5,2.1,0.525729702378958,0.24678066870497573,0.011270668034846706,1.3565892611827777,0.13700905821745685,0.15661532450996815,1.3797176109901157,0.0,0.000700777,108.0,115.0,116.0,118.0,111.0,121.0,19.0,40.0,15.0,26.5,13.2,0.165721,18.9
2708,Charlottesville city,Virginia,1.4132219381923228,0.04156535112330361,48117.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531932580997,0.2,1.5,0.5,2.1,0.5257297023920859,0.2467806687864996,0.01127066801754058,1.356589260968057,0.13700905821227424,0.15661532445913087,1.3797176110314442,0.5195668890412952,0.002824535,11.0,63.0,82.0,2.0,43.0,11.0,19.0,29.0,18.0,4246.3,1874.2,0.165721,18.9
2709,Chesapeake city,Virginia,1.49195908240395,0.03709290536363412,242634.0,17035370.0,263.2,231.8,90.3,81.7,7.3,6.3,37.7,22.0,31.1,43.2,25.3,46.4,46.5,28.8,11.2,18.4,0.7,15.7,31.4,2.6320531928748654,0.2,1.5,0.5,2.1,0.5257297023500417,0.24678066870265505,0.011270668026739863,1.3565892611917538,0.13700905821113285,0.15661532448049323,1.3797176108871798,0.11540015002019503,0.014242955,35.0,57.0,40.0,28.0,39.0,99.0,14.0,36.0,17.0,652.0,244.1,0.165721,18.9
